"COURSECODENO","MAJORCODE","DEGREE","MAJOR","NOYEARSTUDY","PLAN1","LANGUAGE1","PROGRAMSYSTEM","CALENDAR","BEGINYEAR","BEGINSEMESTER","FACCODE","DEPCODE"
"2202","21050","วิศวกรรมศาสตรดุษฎีบัณฑิต","วิศวกรรมเคมี                                                          ","4.0","1.2  "," ","S","S","2014","1","21","2105"
"2204","21050","วิศวกรรมศาสตรดุษฎีบัณฑิต","วิศวกรรมเคมี                                                          ","4.0","2.2  "," ","S","S","2014","1","21","2105"
"2672","21461","วิศวกรรมศาสตรมหาบัณฑิต","การจัดการทางวิศวกรรม","2.0","ก(2) ","E","S","S","2015","1","21","2146"
"2695","21100","วิศวกรรมศาสตรมหาบัณฑิต","วิศวกรรมคอมพิวเตอร์                                                   ","2.0","ก(2) "," ","S","S","2015","1","21","2110"
"2697","21100","วิศวกรรมศาสตรดุษฎีบัณฑิต","วิศวกรรมคอมพิวเตอร์                                                   ","4.0","2.2  "," ","S","S","2015","1","21","2110"
"2699","21020","วิศวกรรมศาสตรมหาบัณฑิต","วิศวกรรมไฟฟ้า                                                         ","2.0","ก(1) "," ","S","S","2015","1","21","2102"
"2701","21020","วิศวกรรมศาสตรดุษฎีบัณฑิต","วิศวกรรมไฟฟ้า                                                         ","3.0","1.1  "," ","S","S","2015","1","21","2102"
"2703","21020","วิศวกรรมศาสตรดุษฎีบัณฑิต","วิศวกรรมไฟฟ้า                                                         ","3.0","2.1  "," ","S","S","2015","1","21","2102"
"2707","21111","วิศวกรรมศาสตรมหาบัณฑิต","วิศวกรรมนิวเคลียร์                                                    ","2.0","ก(2) "," ","S","S","2015","1","21","2111"
"2709","21111","วิศวกรรมศาสตรดุษฎีบัณฑิต","วิศวกรรมนิวเคลียร์                                                    ","4.0","1.2  "," ","S","S","2015","1","21","2111"
"2711","21111","วิศวกรรมศาสตรดุษฎีบัณฑิต","วิศวกรรมนิวเคลียร์                                                    ","4.0","2.2  "," ","S","S","2015","1","21","2111"
"1845","21461","วิศวกรรมศาสตรมหาบัณฑิต","การจัดการทางวิศวกรรม","2.0","ก(2) ","E","S","S","2010","1","21","2146"
"1853","21007","วิทยาศาสตรมหาบัณฑิต","วิศวกรรมชีวเวช","2.0","ก(2) "," ","S","S","2011","1","21","2100"
"1855","21007","วิทยาศาสตรดุษฎีบัณฑิต","วิศวกรรมชีวเวช","3.0","2.1  "," ","S","S","2011","1","21","2100"
"1865","21040","วิศวกรรมศาสตรมหาบัณฑิต","วิศวกรรมอุตสาหการ                                                     ","2.0","ก(2) "," ","S","S","2011","1","21","2104"
"1871","21091","วิศวกรรมศาสตรดุษฎีบัณฑิต","วิศวกรรมโลหการและวัสดุ                                                ","3.0","1.1  "," ","S","S","2011","1","21","2109"
"1890","21070","วิศวกรรมศาสตรมหาบัณฑิต","วิศวกรรมสิ่งแวดล้อม                                                   ","2.0","ก(1) "," ","S","S","2011","1","21","2107"
"2819","21091","วิศวกรรมศาสตรมหาบัณฑิต","วิศวกรรมโลหการและวัสดุ                                                ","2.0","ก(2) "," ","S","S","2015","1","21","2109"
"2836","21010","วิศวกรรมศาสตรดุษฎีบัณฑิต","วิศวกรรมโยธา                                                          ","3.0","1.1  ","E","S","S","2015","1","21","2101"
"2838","21010","วิศวกรรมศาสตรดุษฎีบัณฑิต","วิศวกรรมโยธา                                                          ","4.0","2.2  ","E","S","S","2015","1","21","2101"
"2629","21102","วิทยาศาสตรมหาบัณฑิต","วิศวกรรมซอฟต์แวร์","2.0","ข    "," ","S","S","2015","1","21","2110"
"4782","21113","วิศวกรรมศาสตรบัณฑิต","วิศวกรรมนิวเคลียร์และรังสี","4.0",""," ","S","S","2023","1","21","2111"
"3970","21091","วิศวกรรมศาสตรมหาบัณฑิต","วิศวกรรมโลหการและวัสดุ                                                ","2.0","ก(2) "," ","S","S","2021","1","21","2109"
"4006","2100B","วิทยาศาสตรมหาบัณฑิต","นวัตวิศวกรรมเพื่อความยั่งยืน","2.0","ก(2) "," ","S","S","2022","1","21","2100"
"4020","21040","วิศวกรรมศาสตรมหาบัณฑิต","วิศวกรรมอุตสาหการ                                                     ","2.0","ก(2) "," ","S","S","2022","1","21","2104"
"4206","21092","วิศวกรรมศาสตรมหาบัณฑิต","วิศวกรรมพื้นผิวและการกัดกร่อน","2.0","ก(1) "," ","S","S","2022","1","21","2109"
"4208","21121","วิทยาศาสตรดุษฎีบัณฑิต","การจัดการทรัพยากรน้ำ","3.0","1.1  "," ","S","S","2022","2","21","2112"
"4210","21121","วิทยาศาสตรดุษฎีบัณฑิต","การจัดการทรัพยากรน้ำ","3.0","2.1  "," ","S","S","2022","2","21","2112"
"4212","21050","วิศวกรรมศาสตรดุษฎีบัณฑิต","วิศวกรรมเคมี                                                          ","3.0","1.1  "," ","S","S","2023","1","21","2105"
"4214","21050","วิศวกรรมศาสตรดุษฎีบัณฑิต","วิศวกรรมเคมี                                                          ","3.0","2.1  "," ","S","S","2023","1","21","2105"
"4216","21111","วิศวกรรมศาสตรมหาบัณฑิต","วิศวกรรมนิวเคลียร์                                                    ","2.0","ก(1) "," ","S","S","2023","1","21","2111"
"4218","21111","วิศวกรรมศาสตรดุษฎีบัณฑิต","วิศวกรรมนิวเคลียร์                                                    ","3.0","1.1  "," ","S","S","2023","1","21","2111"
"4220","21111","วิศวกรรมศาสตรดุษฎีบัณฑิต","วิศวกรรมนิวเคลียร์                                                    ","3.0","2.1  "," ","S","S","2023","1","21","2111"
"4222","21080","วิศวกรรมศาสตรมหาบัณฑิต","วิศวกรรมสำรวจ                                                         ","2.0","ก(2) "," ","S","S","2023","1","21","2108"
"4224","21461","วิศวกรรมศาสตรมหาบัณฑิต","การจัดการทางวิศวกรรม","2.0","ก(2) ","E","S","S","2023","1","21","2146"
"4226","21007","วิศวกรรมศาสตรมหาบัณฑิต","วิศวกรรมชีวเวช","2.0","ก(2) "," ","S","S","2023","1","21","2100"
"4228","21007","วิทยาศาสตรมหาบัณฑิต","วิศวกรรมชีวเวช","2.0","ก(2) "," ","S","S","2023","1","21","2100"
"3592","21007","วิศวกรรมศาสตรมหาบัณฑิต","วิศวกรรมชีวเวช","2.0","ก(2) "," ","S","S","2018","1","21","2100"
"3594","21007","วิทยาศาสตรมหาบัณฑิต","วิศวกรรมชีวเวช","2.0","ก(2) "," ","S","S","2018","1","21","2100"
"3596","21007","วิทยาศาสตรดุษฎีบัณฑิต","วิศวกรรมชีวเวช","4.0","1.2  "," ","S","S","2018","1","21","2100"
"3626","21101","วิทยาศาสตรมหาบัณฑิต","วิทยาศาสตร์คอมพิวเตอร์                                                ","2.0","ก(2) "," ","S","S","2018","1","21","2110"
"3628","21120","วิศวกรรมศาสตรมหาบัณฑิต","วิศวกรรมแหล่งน้ำ                                                      ","2.0","ก(2) "," ","S","S","2018","1","21","2112"
"3630","21120","วิศวกรรมศาสตรดุษฎีบัณฑิต","วิศวกรรมแหล่งน้ำ                                                      ","4.0","1.2  "," ","S","S","2018","1","21","2112"
"3632","21120","วิศวกรรมศาสตรดุษฎีบัณฑิต","วิศวกรรมแหล่งน้ำ                                                      ","4.0","2.2  "," ","S","S","2018","1","21","2112"
"3636","21031","วิศวกรรมศาสตรบัณฑิต","วิศวกรรมยานยนต์                                                       ","4.0",""," ","S","S","2018","1","21","2103"
"3638","21063","วิศวกรรมศาสตรบัณฑิต","วิศวกรรมทรัพยากรธรณี","4.0",""," ","S","S","2018","1","21","2106"
"3656","21070","วิศวกรรมศาสตรบัณฑิต","วิศวกรรมสิ่งแวดล้อม                                                   ","4.0",""," ","S","S","2018","1","21","2107"
"3680","21461","วิศวกรรมศาสตรมหาบัณฑิต","การจัดการทางวิศวกรรม","2.0","ก(2) ","E","S","S","2018","1","21","2146"
"4784","21100","วิศวกรรมศาสตรบัณฑิต","วิศวกรรมคอมพิวเตอร์                                                   ","4.0",""," ","S","S","2023","1","21","2110"
"4786","21020","วิศวกรรมศาสตรบัณฑิต","วิศวกรรมไฟฟ้า                                                         ","4.0",""," ","S","S","2023","1","21","2102"
"4788","21002","วิศวกรรมศาสตรบัณฑิต","วิศวกรรมสารสนเทศและการสื่อสาร","4.0","","E","S","I","2023","1","21","2100"
"4790","21080","วิศวกรรมศาสตรบัณฑิต","วิศวกรรมสำรวจ                                                         ","4.0",""," ","S","S","2023","1","21","2108"
"4899","2100B","วิทยาศาสตรมหาบัณฑิต","นวัตวิศวกรรมเพื่อความยั่งยืน","2.0","ก(1) "," ","S","S","2024","1","21","2100"
"4901","2100B","วิทยาศาสตรมหาบัณฑิต","นวัตวิศวกรรมเพื่อความยั่งยืน","2.0","ข    "," ","S","S","2024","1","21","2100"
"4929","21021","วิศวกรรมศาสตรบัณฑิต","วิศวกรรมเซมิคอนดักเตอร์","4.0","","E","S","I","2025","1","21","2102"
"4270","21070","วิศวกรรมศาสตรดุษฎีบัณฑิต","วิศวกรรมสิ่งแวดล้อม                                                   ","3.0","1.1  "," ","S","S","2023","1","21","2107"
"4272","21070","วิศวกรรมศาสตรดุษฎีบัณฑิต","วิศวกรรมสิ่งแวดล้อม                                                   ","3.0","2.1  "," ","S","S","2023","1","21","2107"
"4274","21040","วิศวกรรมศาสตรดุษฎีบัณฑิต","วิศวกรรมอุตสาหการ                                                     ","3.0","2.1  "," ","S","S","2023","1","21","2104"
"4777","21031","วิศวกรรมศาสตรบัณฑิต","วิศวกรรมยานยนต์                                                       ","4.0",""," ","S","S","2023","1","21","2103"
"4779","21063","วิศวกรรมศาสตรบัณฑิต","วิศวกรรมทรัพยากรธรณี","4.0",""," ","S","S","2023","1","21","2106"
"4781","21091","วิศวกรรมศาสตรบัณฑิต","วิศวกรรมโลหการและวัสดุ                                                ","4.0",""," ","S","S","2023","1","21","2109"
"4783","21009","วิศวกรรมศาสตรบัณฑิต","วิศวกรรมหุ่นยนต์และปัญญาประดิษฐ์","4.0",""," ","S","I","2023","1","21","2100"
"4785","21020","วิศวกรรมศาสตรบัณฑิต","วิศวกรรมไฟฟ้า                                                         ","4.0",""," ","S","S","2023","1","21","2102"
"4787","21020","วิศวกรรมศาสตรบัณฑิต","วิศวกรรมไฟฟ้า                                                         ","4.0",""," ","S","S","2023","1","21","2102"
"4789","21010","วิศวกรรมศาสตรบัณฑิต","วิศวกรรมโยธา                                                          ","4.0",""," ","S","S","2023","1","21","2101"
"4068","21050","วิศวกรรมศาสตรบัณฑิต","วิศวกรรมเคมี                                                          ","4.0",""," ","S","S","2022","1","21","2105"
"5081","21051","วิศวกรรมศาสตรบัณฑิต","วิศวกรรมเคมีและกระบวนการ","4.0","","E","S","I","2026","1","21","2105"
"5116","21461","วิศวกรรมศาสตรมหาบัณฑิต","การจัดการทางวิศวกรรม","2.0","ก(2) ","E","S","I","2026","1","21","2146"
"5118","21091","วิศวกรรมศาสตรมหาบัณฑิต","วิศวกรรมโลหการและวัสดุ                                                ","2.0","ก(2) ","B","S","S","2026","1","21","2109"
"5120","21102","วิทยาศาสตรมหาบัณฑิต","วิศวกรรมซอฟต์แวร์","2.0","ข    "," ","S","S","2026","1","21","2110"
"3959","21051","วิศวกรรมศาสตรบัณฑิต","วิศวกรรมเคมีและกระบวนการ","4.0","","E","S","I","2021","1","21","2105"
"3969","21091","วิศวกรรมศาสตรมหาบัณฑิต","วิศวกรรมโลหการและวัสดุ                                                ","2.0","ก(1) "," ","S","S","2021","1","21","2109"
"4005","2100B","วิทยาศาสตรมหาบัณฑิต","นวัตวิศวกรรมเพื่อความยั่งยืน","2.0","ก(1) "," ","S","S","2022","1","21","2100"
"4007","2100B","วิทยาศาสตรมหาบัณฑิต","นวัตวิศวกรรมเพื่อความยั่งยืน","2.0","ข    "," ","S","S","2022","1","21","2100"
"4019","21040","วิศวกรรมศาสตรมหาบัณฑิต","วิศวกรรมอุตสาหการ                                                     ","2.0","ก(1) "," ","S","S","2022","1","21","2104"
"4851","21001","วิศวกรรมศาสตรบัณฑิต","วิศวกรรมอากาศยาน","4.0","","E","S","I","2023","1","21","2100"
"4853","21104","วิศวกรรมศาสตรบัณฑิต","วิศวกรรมคอมพิวเตอร์และเทคโนโลยีดิจิทัล","3.5",""," ","S","S","2023","1","21","2110"
"3516","21111","วิศวกรรมศาสตรมหาบัณฑิต","วิศวกรรมนิวเคลียร์                                                    ","2.0","ก(1) "," ","S","S","2018","1","21","2111"
"3814","21020","วิศวกรรมศาสตรมหาบัณฑิต","วิศวกรรมไฟฟ้า                                                         ","2.0","ก(2) "," ","S","S","2018","1","21","2102"
"4230","21007","วิทยาศาสตรดุษฎีบัณฑิต","วิศวกรรมชีวเวช","4.0","1.2  "," ","S","S","2023","1","21","2100"
"5100","21030","วิศวกรรมศาสตรมหาบัณฑิต","วิศวกรรมเครื่องกล                                                     ","2.0","ก(1) "," ","S","S","2026","1","21","2103"
"0511","21040","วิศวกรรมศาสตรดุษฎีบัณฑิต","วิศวกรรมอุตสาหการ                                                     ","4.0","2(1) "," ","S","S","1999","1","21","2104"
"0006","21050","วิศวกรรมศาสตรบัณฑิต","วิศวกรรมเคมี                                                          ","4.0","     "," ","S","S","1975","1","21","2105"
"0025","21050","วิศวกรรมศาสตรมหาบัณฑิต","วิศวกรรมเคมี                                                          ","2.0","ก(2) "," ","S","S","1992","1","21","2105"
"0042","21050","วิศวกรรมศาสตรดุษฎีบัณฑิต","วิศวกรรมเคมี                                                          ","3.0","2(2) "," ","S","S","1992","1","21","2105"
"0015","21061","วิศวกรรมศาสตรบัณฑิต","วิศวกรรมเหมืองแร่                                                     ","4.0","     "," ","S","S","1975","1","21","2106"
"0627","21062","วิศวกรรมศาสตรบัณฑิต","วิศวกรรมปิโตรเลียม                                                    ","4.0",""," ","S","S","1996","1","21","2106"
"0013","21070","วิศวกรรมศาสตรบัณฑิต","วิศวกรรมสิ่งแวดล้อม                                                   ","4.0",""," ","S","S","1985","1","21","2107"
"0031","21070","วิศวกรรมศาสตรมหาบัณฑิต","วิศวกรรมสิ่งแวดล้อม                                                   ","2.0","ก(2) "," ","S","S","1994","1","21","2107"
"0503","21070","วิศวกรรมศาสตรดุษฎีบัณฑิต","วิศวกรรมสิ่งแวดล้อม                                                   ","4.0","2(1) "," ","S","S","1999","1","21","2107"
"0021","21071","ประกาศนียบัตรบัณฑิต","วิศวกรรมสุขาภิบาล                                                     ","1.0","     "," ","S","S","1975","1","21","2107"
"0834","21020","วิศวกรรมศาสตรดุษฎีบัณฑิต","วิศวกรรมไฟฟ้า                                                         ","3.0","2(2) "," ","S","S","1998","1","21","2102"
"0847","21041","ประกาศนียบัตรบัณฑิต","วิศวกรรมความปลอดภัย                                                   ","1.0","     "," ","S","S","1999","1","21","2104"
"0033","21061","วิศวกรรมศาสตรมหาบัณฑิต","วิศวกรรมเหมืองแร่                                                     ","2.0","ก(2) "," ","S","S","1984","1","21","2106"
"0032","21080","วิศวกรรมศาสตรมหาบัณฑิต","วิศวกรรมสำรวจ                                                         ","2.0","ก(2) "," ","S","S","1994","1","21","2108"
"4067","21005","วิศวกรรมศาสตรบัณฑิต","วิศวกรรมนาโน","4.0","","E","S","I","2022","1","21","2100"
"2447","21120","วิศวกรรมศาสตรมหาบัณฑิต","วิศวกรรมแหล่งน้ำ                                                      ","2.0","ก(2) "," ","S","S","2015","1","21","2112"
"1931","21062","วิศวกรรมศาสตรบัณฑิต","วิศวกรรมปิโตรเลียม                                                    ","4.0",""," ","S","S","2011","1","21","2106"
"1933","21100","วิศวกรรมศาสตรบัณฑิต","วิศวกรรมคอมพิวเตอร์                                                   ","4.0",""," ","S","S","2011","1","21","2110"
"1935","21030","วิศวกรรมศาสตรบัณฑิต","วิศวกรรมเครื่องกล                                                     ","4.0",""," ","S","S","2011","1","21","2103"
"1937","21010","วิศวกรรมศาสตรบัณฑิต","วิศวกรรมโยธา                                                          ","4.0",""," ","S","S","2011","1","21","2101"
"1939","21091","วิศวกรรมศาสตรบัณฑิต","วิศวกรรมโลหการและวัสดุ                                                ","4.0",""," ","S","S","2011","1","21","2109"
"1941","21020","วิศวกรรมศาสตรบัณฑิต","วิศวกรรมไฟฟ้า                                                         ","4.0",""," ","S","S","2011","1","21","2102"
"1943","21040","วิศวกรรมศาสตรบัณฑิต","วิศวกรรมอุตสาหการ                                                     ","4.0",""," ","S","S","2011","1","21","2104"
"2191","21080","วิศวกรรมศาสตรมหาบัณฑิต","วิศวกรรมสำรวจ                                                         ","2.0","ก(2) "," ","S","S","2014","1","21","2108"
"2195","21007","วิศวกรรมศาสตรมหาบัณฑิต","วิศวกรรมชีวเวช","2.0","ก(2) "," ","S","S","2014","1","21","2100"
"2197","21007","วิทยาศาสตรมหาบัณฑิต","วิศวกรรมชีวเวช","2.0","ก(2) "," ","S","S","2014","1","21","2100"
"2199","21007","วิทยาศาสตรดุษฎีบัณฑิต","วิศวกรรมชีวเวช","3.0","2.1  "," ","S","S","2014","1","21","2100"
"2201","21050","วิศวกรรมศาสตรดุษฎีบัณฑิต","วิศวกรรมเคมี                                                          ","3.0","1.1  "," ","S","S","2014","1","21","2105"
"2203","21050","วิศวกรรมศาสตรดุษฎีบัณฑิต","วิศวกรรมเคมี                                                          ","3.0","2.1  "," ","S","S","2014","1","21","2105"
"2205","21101","วิทยาศาสตรมหาบัณฑิต","วิทยาศาสตร์คอมพิวเตอร์                                                ","2.0","ก(2) "," ","S","S","2014","1","21","2110"
"2694","21100","วิศวกรรมศาสตรมหาบัณฑิต","วิศวกรรมคอมพิวเตอร์                                                   ","2.0","ก(1) "," ","S","S","2015","1","21","2110"
"2696","21100","วิศวกรรมศาสตรดุษฎีบัณฑิต","วิศวกรรมคอมพิวเตอร์                                                   ","3.0","2.1  "," ","S","S","2015","1","21","2110"
"2700","21020","วิศวกรรมศาสตรมหาบัณฑิต","วิศวกรรมไฟฟ้า                                                         ","2.0","ก(2) "," ","S","S","2015","1","21","2102"
"2702","21020","วิศวกรรมศาสตรดุษฎีบัณฑิต","วิศวกรรมไฟฟ้า                                                         ","4.0","1.2  "," ","S","S","2015","1","21","2102"
"2704","21020","วิศวกรรมศาสตรดุษฎีบัณฑิต","วิศวกรรมไฟฟ้า                                                         ","4.0","2.2  "," ","S","S","2015","1","21","2102"
"2706","21111","วิศวกรรมศาสตรมหาบัณฑิต","วิศวกรรมนิวเคลียร์                                                    ","2.0","ก(1) "," ","S","S","2015","1","21","2111"
"2820","21091","วิศวกรรมศาสตรดุษฎีบัณฑิต","วิศวกรรมโลหการและวัสดุ                                                ","3.0","1.1  "," ","S","S","2015","1","21","2109"
"2824","21010","วิศวกรรมศาสตรมหาบัณฑิต","วิศวกรรมโยธา                                                          ","2.0","ก(2) "," ","S","S","2015","1","21","2101"
"2837","21010","วิศวกรรมศาสตรดุษฎีบัณฑิต","วิศวกรรมโยธา                                                          ","3.0","2.1  ","E","S","S","2015","1","21","2101"
"3140","21009","วิศวกรรมศาสตรบัณฑิต","วิศวกรรมหุ่นยนต์และปัญญาประดิษฐ์","4.0",""," ","S","I","2018","1","21","2100"
"3514","21008","วิศวกรรมศาสตรมหาบัณฑิต","วิศวกรรมและเทคโนโลยีการป้องกันประเทศ","2.0","ก(1) "," ","S","S","2018","1","21","2100"
"4232","21007","วิทยาศาสตรดุษฎีบัณฑิต","วิศวกรรมชีวเวช","4.0","2.2  "," ","S","S","2023","1","21","2100"
"4234","21100","วิศวกรรมศาสตรมหาบัณฑิต","วิศวกรรมคอมพิวเตอร์                                                   ","2.0","ก(1) "," ","S","S","2023","1","21","2110"
"4236","21100","วิศวกรรมศาสตรดุษฎีบัณฑิต","วิศวกรรมคอมพิวเตอร์                                                   ","3.0","1.1  "," ","S","S","2023","1","21","2110"
"4238","21100","วิศวกรรมศาสตรดุษฎีบัณฑิต","วิศวกรรมคอมพิวเตอร์                                                   ","3.0","2.1  "," ","S","S","2023","1","21","2110"
"4240","21102","วิทยาศาสตรมหาบัณฑิต","วิศวกรรมซอฟต์แวร์","2.0","ก(2) "," ","S","S","2023","1","21","2110"
"4242","21101","วิทยาศาสตรมหาบัณฑิต","วิทยาศาสตร์คอมพิวเตอร์                                                ","2.0","ก(2) "," ","S","S","2023","1","21","2110"
"4244","21020","วิศวกรรมศาสตรมหาบัณฑิต","วิศวกรรมไฟฟ้า                                                         ","2.0","ก(2) "," ","S","S","2023","1","21","2102"
"4246","21020","วิศวกรรมศาสตรดุษฎีบัณฑิต","วิศวกรรมไฟฟ้า                                                         ","3.0","1.2  "," ","S","S","2023","1","21","2102"
"4248","21020","วิศวกรรมศาสตรดุษฎีบัณฑิต","วิศวกรรมไฟฟ้า                                                         ","3.0","2.2  "," ","S","S","2023","1","21","2102"
"4250","21010","วิศวกรรมศาสตรดุษฎีบัณฑิต","วิศวกรรมโยธา                                                          ","3.0","1.1  ","E","S","I","2023","1","21","2101"
"4252","21010","วิศวกรรมศาสตรดุษฎีบัณฑิต","วิศวกรรมโยธา                                                          ","5.0","2.2  ","E","S","I","2023","1","21","2101"
"4254","21008","วิศวกรรมศาสตรมหาบัณฑิต","วิศวกรรมและเทคโนโลยีการป้องกันประเทศ","2.0","ก(2) "," ","S","S","2023","1","21","2100"
"4256","21112","วิทยาศาสตรมหาบัณฑิต","เทคโนโลยีนิวเคลียร์","2.0","ก(2) "," ","S","S","2023","1","21","2111"
"4258","21120","วิศวกรรมศาสตรมหาบัณฑิต","วิศวกรรมแหล่งน้ำ                                                      ","2.0","ก(2) "," ","S","S","2023","1","21","2112"
"4260","21120","วิศวกรรมศาสตรดุษฎีบัณฑิต","วิศวกรรมแหล่งน้ำ                                                      ","4.0","1.2  "," ","S","S","2023","1","21","2112"
"0919","21020","วิศวกรรมศาสตรบัณฑิต","วิศวกรรมไฟฟ้า                                                         ","4.0","","","S","S","1987","1","21","2102"
"0999","21100","วิทยาศาสตรมหาบัณฑิต","วิศวกรรมคอมพิวเตอร์                                                   ","2.0","","","S","S","1997","1","21","2110"
"5080","21051","วิศวกรรมศาสตรบัณฑิต","วิศวกรรมเคมีและกระบวนการ","4.0","","E","S","I","2026","1","21","2105"
"5099","21000","วิทยาศาสตรมหาบัณฑิต และ บริหารธุรกิจมหาบัณฑิต","","2.0","ข    ","B","S","S","2026","1","21","2100"
"5101","21030","วิศวกรรมศาสตรมหาบัณฑิต","วิศวกรรมเครื่องกล                                                     ","2.0","ก(2) "," ","S","S","2026","1","21","2103"
"5117","21091","วิศวกรรมศาสตรมหาบัณฑิต","วิศวกรรมโลหการและวัสดุ                                                ","2.0","ก(1) ","B","S","S","2026","1","21","2109"
"5119","21102","วิทยาศาสตรมหาบัณฑิต","วิศวกรรมซอฟต์แวร์","2.0","ก(2) "," ","S","S","2026","1","21","2110"
"3517","21111","วิศวกรรมศาสตรมหาบัณฑิต","วิศวกรรมนิวเคลียร์                                                    ","2.0","ก(2) "," ","S","S","2018","1","21","2111"
"3519","21111","วิศวกรรมศาสตรดุษฎีบัณฑิต","วิศวกรรมนิวเคลียร์                                                    ","5.0","1.2  "," ","S","S","2018","1","21","2111"
"3521","21111","วิศวกรรมศาสตรดุษฎีบัณฑิต","วิศวกรรมนิวเคลียร์                                                    ","5.0","2.2  "," ","S","S","2018","1","21","2111"
"3476","21082","วิศวกรรมศาสตรดุษฎีบัณฑิต","วิศวกรรมสำรวจ","3.0","1.1  "," ","S","S","2018","1","21","2108"
"3479","21030","วิศวกรรมศาสตรดุษฎีบัณฑิต","วิศวกรรมเครื่องกล                                                     ","3.0","1.1  "," ","S","S","2018","1","21","2103"
"3481","21030","วิศวกรรมศาสตรดุษฎีบัณฑิต","วิศวกรรมเครื่องกล                                                     ","3.0","2.2  "," ","S","S","2018","1","21","2103"
"3483","21100","วิศวกรรมศาสตรดุษฎีบัณฑิต","วิศวกรรมคอมพิวเตอร์                                                   ","5.0","1.2  "," ","S","S","2018","1","21","2110"
"3485","21100","วิศวกรรมศาสตรดุษฎีบัณฑิต","วิศวกรรมคอมพิวเตอร์                                                   ","5.0","2.2  "," ","S","S","2018","1","21","2110"
"3487","21064","วิศวกรรมศาสตรมหาบัณฑิต","วิศวกรรมทรัพยากรธรณีและปิโตรเลียม","2.0","ก(2) ","E","S","S","2018","1","21","2106"
"2922","21070","วิศวกรรมศาสตรมหาบัณฑิต","วิศวกรรมสิ่งแวดล้อม                                                   ","2.0","ก(1) "," ","S","S","2016","1","21","2107"
"0047","21070","วิศวกรรมศาสตรดุษฎีบัณฑิต","วิศวกรรมสิ่งแวดล้อม                                                   ","3.0","2(2) "," ","S","S","1992","1","21","2107"
"0353","21000","ไม่สังกัดการศึกษา","","1.0","     "," ","S","S","1996","1","21","2100"
"0005","21000","วิศวกรรมศาสตรบัณฑิต","","4.0","     "," ","S","S","1996","1","21","2100"
"0541","21010","วิศวกรรมศาสตรบัณฑิต","วิศวกรรมโยธา                                                          ","4.0","     "," ","S","S","1996","1","21","2101"
"0452","21010","วิศวกรรมศาสตรดุษฎีบัณฑิต","วิศวกรรมโยธา                                                          ","4.0","2(1) "," ","S","S","1998","1","21","2101"
"0654","21010","วิศวกรรมศาสตรดุษฎีบัณฑิต","วิศวกรรมโยธา                                                          ","3.0","1(2) ","E","S","S","2002","1","21","2101"
"0656","21010","วิศวกรรมศาสตรดุษฎีบัณฑิต","วิศวกรรมโยธา                                                          ","3.0","2(2) ","E","S","S","2002","1","21","2101"
"0027","21020","วิศวกรรมศาสตรมหาบัณฑิต","วิศวกรรมไฟฟ้า                                                         ","2.0","ก(2) "," ","S","S","1992","1","21","2102"
"0455","21020","วิศวกรรมศาสตรดุษฎีบัณฑิต","วิศวกรรมไฟฟ้า                                                         ","3.0","1(2) "," ","S","S","1998","1","21","2102"
"0026","21030","วิศวกรรมศาสตรมหาบัณฑิต","วิศวกรรมเครื่องกล                                                     ","2.0","ก(2) "," ","S","S","1992","1","21","2103"
"0456","21030","วิศวกรรมศาสตรดุษฎีบัณฑิต","วิศวกรรมเครื่องกล                                                     ","4.0","2(1) "," ","S","S","1998","1","21","2103"
"0008","21032","วิศวกรรมศาสตรบัณฑิต","วิศวกรรมเรือ                                                          ","4.0",""," ","S","S","1990","1","21","2103"
"0017","21040","วิศวกรรมศาสตรบัณฑิต","วิศวกรรมอุตสาหการ                                                     ","4.0",""," ","S","S","1992","1","21","2104"
"0510","21040","วิศวกรรมศาสตรดุษฎีบัณฑิต","วิศวกรรมอุตสาหการ                                                     ","3.0","1(2) "," ","S","S","1999","1","21","2104"
"0023","21041","ประกาศนียบัตรบัณฑิต","วิศวกรรมความปลอดภัย                                                   ","1.0","     "," ","S","S","1991","1","21","2104"
"0569","21050","วิศวกรรมศาสตรบัณฑิต","วิศวกรรมเคมี                                                          ","4.0",""," ","S","S","1996","1","21","2105"
"0041","21050","วิศวกรรมศาสตรดุษฎีบัณฑิต","วิศวกรรมเคมี                                                          ","4.0","2(1) "," ","S","S","1992","1","21","2105"
"0043","21050","วิศวกรรมศาสตรดุษฎีบัณฑิต","วิศวกรรมเคมี                                                          ","3.0","1(2) "," ","S","S","1989","1","21","2105"
"0016","21062","วิศวกรรมศาสตรบัณฑิต","วิศวกรรมปิโตรเลียม                                                    ","4.0","     "," ","S","S","1982","1","21","2106"
"0034","21062","วิศวกรรมศาสตรมหาบัณฑิต","วิศวกรรมปิโตรเลียม                                                    ","2.0","ก(2) ","E","S","S","1992","1","21","2106"
"0628","21070","วิศวกรรมศาสตรบัณฑิต","วิศวกรรมสิ่งแวดล้อม                                                   ","4.0","     "," ","S","S","1996","1","21","2107"
"0502","21070","วิศวกรรมศาสตรดุษฎีบัณฑิต","วิศวกรรมสิ่งแวดล้อม                                                   ","3.0","1(2) "," ","S","S","1999","1","21","2107"
"0504","21070","วิศวกรรมศาสตรดุษฎีบัณฑิต","วิศวกรรมสิ่งแวดล้อม                                                   ","3.0","2(2) "," ","S","S","1999","1","21","2107"
