"YEAR","SEMESTER","COURSECODE","COURSENAME","SECTION","ROWSEQ","TEACHTYPE","DAY1","DAY2","DAY3","DAY4","DAY5","DAY6","DAY7","STARTTIME","ENDTIME","BUILDING","ROOM","STUDYPROGRAMSYSTEM","GENEDSTATUS","GENERALSUBJECT","LECTURECREDIT","NONLECTURECREDIT","TOTALCREDIT","REALREG","TOTALREG","REMARK1","REMARK2","REMARK3","FACCODE"
"2023","3","2163694","ADV TOP ENG MGT IV","1","1","LECT","AR","","","","","","","AR  ","AR  ","AR   ","AR   ","S","N","    ","2.000",".000","2.000","1","50","","","","21"
"2015","1","2111603","RAD DET MST LAB","1","1","LAB","FR","","","","","","","1300","1600","NT   ","306  ","S","N","    ",".000","1.000","1.000","2","25"," "," "," ","21"
"2022","1","2145497","SEL TOP AERO I","1","1","LECT","AR","","","","","","","AR  ","AR  ","AR   ","AR   ","I","N","3   ","3.000",".000","3.000","0","40","ENG ACOUSTICS","","","21"
"2022","1","2147102","INTRO ROBOTICS","1","1","LECT","FR","","","","","","","0900","1200","ENG2 ","303/2","I","Y","3   ","3.000",".000","3.000","54","60","","","","21"
"2022","1","2147204","LIN ALGE MUL CAL","1","1","LECT","MO","","","","","","","0900","1200","ENG2 ","210  ","I","N","    ","3.000",".000","3.000","40","45","","","","21"
"2022","1","2147211","ENG DESIGN PRO CAD","1","2","LECT","WE","","","","","","","1300","1430","ENG3 ","204  ","I","N","    ","3.000",".000","3.000","45","45","","","","21"
"2022","1","2147212","ROBO PROJECT I","1","1","PRAC","MO","","","","","","","1300","1600","EN100","506  ","I","N","    ",".000","1.000","1.000","42","42","","","","21"
"2022","1","2147309","MECHATRONICS","1","1","LECT","TU","","","","","","","1300","1600","ENG2 ","304/2","I","N","    ","3.000",".000","3.000","36","40","","","","21"
"2022","1","2147318","DIFF EQ DYNA SIM","1","1","LECT","MO","WE","","","","","","0930","1100","ENG3 ","222  ","I","N","    ","3.000",".000","3.000","6","40","","","","21"
"2022","1","2147329","DIGITAL IMAGE","1","1","LECT","WE","","","","","","","1300","1600","EN100","201B ","I","N","    ","3.000",".000","3.000","20","30","","","","21"
"2022","1","2147336","IOT","1","1","LECT","MO","","","","","","","1700","2000","EN100","401  ","I","N","    ","3.000",".000","3.000","58","62","","","","21"
"2022","1","2147416","FINAL PROJECT I","1","1","PRAC","IA","","","","","","","IA  ","IA  ","IA   ","IA   ","I","N","    ",".000","3.000","3.000","21","30","","","","21"
"2022","1","2182201","MATH NANO","1","1","LECT","WE","","","","","","","1300","1600","ENG2 ","303/2","I","N","    ","3.000",".000","3.000","48","60","","","","21"
"2022","1","2182210","ELEC CIRC","1","1","LECT","MO","","","","","","","1500","1600","ENG2 ","303/1","I","N","    ","3.000",".000","3.000","48","50","","","","21"
"2022","1","2182212","CIR DIG ELEC LAB","1","1","LAB","MO","","","","","","","0900","1200","EELAB","AR   ","I","N","    ",".000","1.000","1.000","15","15","","","","21"
"2022","1","2182212","CIR DIG ELEC LAB","3","3","LAB","TU","","","","","","","0900","1200","EELAB","AR   ","I","N","    ",".000","1.000","1.000","13","15","","","","21"
"2022","1","2182310","ELEC INSTR AUTOM","1","1","LECT","FR","","","","","","","1300","1600","ENG2 ","302  ","I","N","    ","3.000",".000","3.000","0","60","","","","21"
"2022","1","2182322","ELECTRON INSTRU AU","1","1","LECT","WE","","","","","","","1400","1700","ENG2 ","210  ","I","N","    ","3.000",".000","3.000","48","60","","","","21"
"2022","1","2182371","PRIN DATA COMM","1","1","LECT","WE","","","","","","","1300","1600","ENG2 ","302  ","I","N","    ","3.000",".000","3.000","74","95","","","","21"
"2022","1","2182444","POW ELEC AUTO ENG","1","1","LECT","TH","","","","","","","0900","1200","ENG4 ","M07/1","I","N","    ","3.000",".000","3.000","3","40","","","","21"
"2022","1","2183101","ENG GRAPHICS","1","1","LECT","TU","","","","","","","1000","1200","ENG3 ","415  ","I","N","    ","2.000","1.000","3.000","102","130","ISE","","","21"
"2022","1","2183211","ENG MECH","1","1","LECT","MO","","","","","","","1300","1500","ENG2 ","305  ","I","N","    ","4.000",".000","4.000","42","50","NANO ONLY","","","21"
"2022","1","2183211","ENG MECH","2","3","LECT","MO","WE","","","","","","1300","1500","ENG2 ","304/1","I","N","    ","4.000",".000","4.000","25","40","AERO ONLY","","","21"
"2022","1","2183212","STATICS","2","2","LECT","TH","","","","","","","1600","1900","ENG2 ","303/2","I","N","    ","3.000",".000","3.000","43","50","ROBOTICS ONLY","","","21"
"2022","1","2183221","THERMODYNAMICS","1","1","LECT","FR","","","","","","","1300","1600","AR   ","AR   ","I","N","    ","3.000",".000","3.000","45","60","ADME ONLY","","","21"
"2022","1","2183222","FLUID MECH","1","1","LECT","WE","","","","","","","0900","1200","ENG4 ","M07/5","I","N","    ","3.000",".000","3.000","0","50","","","","21"
"2022","1","2183261","MECH ENG LAB","1","2","LAB","MO","","","","","","","0900","1200","MELB2","AR   ","I","N","    ","1.000","1.000","2.000","11","11"," "," "," ","21"
"2022","1","2183261","MECH ENG LAB","2","4","LAB","MO","","","","","","","0900","1200","MELB2","AR   ","I","N","    ","1.000","1.000","2.000","5","11","","","","21"
"2022","1","2183261","MECH ENG LAB","3","6","LAB","MO","","","","","","","0900","1200","MELB2","AR   ","I","N","    ","1.000","1.000","2.000","1","11","","","","21"
"2022","1","2183261","MECH ENG LAB","4","8","LAB","MO","","","","","","","0900","1200","MELB2","AR   ","I","N","    ","1.000","1.000","2.000","11","11","","","","21"
"2022","1","2104660","STOCH MOD FIN ENG","1","1","LECT","SA","","","","","","","0900","1200","MAHIT","1104 ","T","N","    ","2.000",".000","2.000","0","20","MS IN FIN ENG,","FULL TIME ONLY"," ","21"
"2022","1","2104662","OPT FIN ENG","1","1","LECT","TH","","","","","","","1800","2100","MAHIT","AR   ","T","N","    ","2.000",".000","2.000","2","20","MS IN FIN ENG,","FULL TIME ONLY"," ","21"
"2022","1","2104664","STAT FIN ENG","1","1","LECT","FR","","","","","","","1800","2100","MAHIT","1104 ","T","N","    ","3.000",".000","3.000","2","20","M.FE","","","21"
"2022","3","2183332","CAD/CAM/CAE","1","1","LECT","IA","","","","","","","IA  ","IA  ","IA   ","IA   ","I","N","    ","2.000","1.000","3.000","1","1","","","","21"
"2022","3","2106475","ADV TOP PETRO I","1","1","LECT","AR","","","","","","","AR  ","AR  ","AR   ","AR   ","S","N","    ","3.000",".000","3.000","1","10","","","","21"
"2022","1","2105641","BIODE MAT ENG","1","3","DISC","TH","","","","","","","1100","1200","ENG4 ","41002","I","N","    ","3.000",".000","3.000","0","5","ENGLISH","","","21"
"2022","1","2141100","INTRO NANOTECH","1","1","LECT","FR","","","","","","","0900","1200","ENG2 ","302  ","I","N","3   ","3.000",".000","3.000","38","60","","","","21"
"2022","1","2141347","INTRO PHARNANOTECH","1","1","LECT","WE","","","","","","","1300","1600","AR   ","AR   ","I","N","    ","3.000",".000","3.000","11","15","","","","21"
"2022","1","2141405","SURFACE THIN FILM","1","1","LECT","MO","","","","","","","1300","1600","ENG4 ","M07/4","I","N","    ","3.000",".000","3.000","13","40","","","","21"
"2022","1","2141499","NANO ENG PROJ","1","1","IDPS","IA","","","","","","","IA  ","IA  ","IA   ","IA   ","I","N","    ",".000","3.000","3.000","0","5"," "," "," ","21"
"2022","1","2142232","MFG AUTO ENG","1","1","LECT","MO","","","","","","","1300","1600","ENG2 ","210  ","I","N","    ","2.000","1.000","3.000","44","60","","","","21"
"2022","1","2142411","AUTO HVAC FUND","1","1","LECT","WE","","","","","","","1300","1600","ENG4 ","M07/1","I","N","    ","3.000",".000","3.000","1","16","","","","21"
"2022","1","2142495","INDEP STUDY","1","1","IDPS","TU","","","","","","","1330","1630","AR   ","AR   ","I","N","    ",".000","3.000","3.000","0","8","","","","21"
"2022","1","2142498","AUTO ENG PREPROJ","1","1","LAB","IA","","","","","","","IA  ","IA  ","IA   ","IA   ","I","N","    ",".000","1.000","1.000","39","60","","","","21"
"2022","1","2143101","INTRO ICE","1","1","LECT","WE","","","","","","","1300","1600","EN100","201A ","I","N","3   ","3.000",".000","3.000","77","80","","","","21"
"2022","1","2143480","IND STUD I","1","1","IDPS","AR","","","","","","","AR  ","AR  ","AR   ","AR   ","I","N","    ",".000","1.000","1.000","1","10","","","","21"
"2022","1","2143499","ICE PROJECT","1","1","LECT","IA","","","","","","","IA  ","IA  ","IA   ","IA   ","I","N","    ","3.000",".000","3.000","0","5","","","","21"
"2022","1","2145211","INTRO AERO ENG","1","2","LECT","TH","","","","","","","1300","1430","ENG2 ","304/1","I","N","    ","3.000",".000","3.000","27","40","","","","21"
"2022","1","2145311","AERODYNAMICS I","1","1","LECT","TU","","","","","","","0900","1200","ENG2 ","M07/4","I","N","    ","3.000",".000","3.000","37","40","","","","21"
"2022","1","2145326","AIR STRUC","1","1","LECT","TU","","","","","","","1300","1600","ENG4 ","M07/5","I","N","    ","3.000",".000","3.000","33","40","","","","21"
"2022","1","2145361","AERO ENG LAB I","1","1","LECT","MO","","","","","","","1300","1400","MELB2","AR   ","I","N","    ","1.000","1.000","2.000","5","6","","","","21"
"2022","1","2145361","AERO ENG LAB I","2","3","LECT","MO","","","","","","","1300","1400","MELB2","AR   ","I","N","    ","1.000","1.000","2.000","5","6","","","","21"
"2022","1","2145361","AERO ENG LAB I","3","5","LECT","MO","","","","","","","1300","1400","MELB2","AR   ","I","N","    ","1.000","1.000","2.000","5","6","","","","21"
"2022","1","2145361","AERO ENG LAB I","4","7","LECT","MO","","","","","","","1300","1400","MELB2","AR   ","I","N","    ","1.000","1.000","2.000","5","6","","","","21"
"2022","1","2145361","AERO ENG LAB I","5","9","LECT","MO","","","","","","","1300","1400","MELB2","AR   ","I","N","    ","1.000","1.000","2.000","5","6","","","","21"
"2022","1","2145361","AERO ENG LAB I","6","11","LECT","MO","","","","","","","1300","1400","MELB2","AR   ","I","N","    ","1.000","1.000","2.000","6","6","","","","21"
"2022","1","2145363","AERO ENG LAB III","1","1","LECT","TU","","","","","","","0800","0900","ENG4 ","M07/2","I","N","    ","1.000","1.000","2.000","36","36","","","","21"
"2022","1","2145420","AVIONICS","1","1","LECT","WE","","","","","","","1300","1600","ENG2 ","303/1","I","N","    ","3.000",".000","3.000","35","40","","","","21"
"2022","1","2145422","GAS DYNAMICS","1","1","LECT","SA","","","","","","","0900","1200","ENG4 ","M07/5","I","N","    ","3.000",".000","3.000","0","40","","","","21"
"2024","1","2111443","NUC WASTE DISPOSAL","1","1","LECT","MO","WE","","","","","","0930","1100","NT   ","302  ","S","N","    ","3.000",".000","3.000","8","30","","","","21"
"2015","1","2111612","RAD PROTECTION","1","1","LECT","WE","","","","","","","0900","1200","NT   ","302  ","S","N","    ","3.000",".000","3.000","2","30"," "," "," ","21"
"2015","1","2111201","GEN RAD NUCLEAR","2","2","LECT","WE","","","","","","","1300","1600","NT   ","303  ","S","Y","3   ","3.000",".000","3.000","18","20","GENED-SC"," "," ","21"
"2015","1","2110716","SEMINAR I","1","1","SMNA","MO","","","","","","","1100","1200","ENG4 ","AR   ","S","N","    ","1.000",".000","1.000","10","20"," "," "," ","21"
"2015","1","2110719","SEMINAR IV","1","1","SMNA","MO","","","","","","","1100","1200","ENG4 ","AR   ","S","N","    ","1.000",".000","1.000","1","20"," "," "," ","21"
"2015","1","2110722","S/W PROJ MGT","5","2","LECT","SA","","","","","","","1300","1600","ENG4 ","AR   ","S","N","    ","3.000",".000","3.000","33","40"," "," "," ","21"
"2015","1","2110724","S/W TEST QUAL ASSU","5","2","IDPS","SU","","","","","","","0900","1200","ENG4 ","AR   ","S","N","    ","3.000",".000","3.000","33","40"," "," "," ","21"
"2015","1","2110730","SW QUAL PROC MGT","5","2","LECT","SA","","","","","","","1300","1600","ENG4 ","AR   ","S","N","    ","3.000",".000","3.000","31","30"," "," "," ","21"
"2015","1","2110797","PRE-M PROJ S/W ENG","5","2","IDPS","IA","","","","","","","IA  ","IA  ","ENG4 ","IA   ","S","N","    ",".000","3.000","3.000","15","40","PROJECT"," "," ","21"
"2015","1","2110811","THESIS","1","1","IDPS","IA","","","","","","","IA  ","IA  ","IA   ","IA   ","S","N","    ",".000","12.000","12.000","25","100"," "," "," ","21"
"2015","1","2110814","THESIS","1","1","IDPS","IA","","","","","","","IA  ","IA  ","IA   ","IA   ","S","N","    ",".000","24.000","24.000","6","30"," "," "," ","21"
"2015","1","2110828","DISSERTATION","1","1","IDPS","IA","","","","","","","IA  ","IA  ","IA   ","IA   ","S","N","    ",".000","48.000","48.000","25","50"," "," "," ","21"
"2015","1","2110897","QUALIFYING EXAM","1","1","LECT","IA","","","","","","","IA  ","IA  ","IA   ","IA   ","S","N","    ",".000",".000",".000","4","30"," "," "," ","21"
"2020","1","2107220","ENV DAILY LIFE","1","2","DISC","FR","","","","","","","1100","1200","EN100","201B ","S","Y","3   ","3.000",".000","3.000","127","130"," "," "," ","21"
"2020","1","2107311","BIO ENV ENG","1","2","LAB","TU","","","","","","","1300","1600","ENV  ","455  ","S","N","    ","2.000","1.000","3.000","50","50","2ENV","","","21"
"2020","1","2107313","UNIT PROC ENV ENG","1","2","LAB","FR","","","","","","","1500","1800","ENV  ","253  ","S","N","    ","2.000","1.000","3.000","26","25","3ENV","","","21"
"2020","1","2107412","WASTE ENG DES","1","2","LAB","FR","","","","","","","0900","1200","ENG3 ","AR   ","S","N","    ","3.000","1.000","4.000","41","45","","","","21"
"2020","1","2107448","NOISE/VIB CTRL","1","1","LECT","TH","","","","","","","0900","1100","ENG1 ","113  ","S","N","    ","2.000",".000","2.000","46","50","2ENV","","","21"
"2020","1","2107484","SOLID WASTE ENG","1","1","LECT","MO","","","","","","","0800","1100","EN100","405  ","S","N","    ","3.000",".000","3.000","43","50","3ENV","","","21"
"2020","1","2107607","ENV ANL","1","2","LECT","AR","","","","","","","AR  ","AR  ","ENV  ","AR   ","S","N","    ","3.000",".000","3.000","0","20","","","","21"
"2020","1","2107607","ENV ANL","2","4","LECT","AR","","","","","","","AR  ","AR  ","ENV  ","AR   ","S","N","    ","3.000",".000","3.000","0","20","","","","21"
"2020","1","2107634","ENV POL RESEAR","1","1","DISC","TH","","","","","","","1300","1500","ENV  ","AR   ","S","N","    ","2.000",".000","2.000","0","40"," "," "," ","21"
"2020","1","2107646","CHEM WAT/WAST","1","1","LECT","AR","","","","","","","1300","1600","ENV  ","455  ","S","N","    ","3.000",".000","3.000","0","25"," "," "," ","21"
"2020","1","2107657","ENERGY ENVI","1","2","LECT","AR","","","","","","","AR  ","AR  ","ENV  ","AR   ","S","N","    ","3.000",".000","3.000","20","35","","","","21"
"2020","1","2107658","THEO DES ADV WATER","1","2","LAB","MO","","","","","","","1300","1600","ENG3 ","408  ","S","N","    ","3.000","1.000","4.000","4","50","","","","21"
"2020","1","2105458","UNIT OP LAB III","1","1","LAB","MO","","","","","","","1300","1600","CHE  ","CHLA2","S","N","    ",".000","1.000","1.000","19","21","4CHE","","","21"
"2024","1","2110531","DATA SCI ENG TOOLS","1","1","LECT","TU","","","","","","","1300","1600","ENG3 ","417  ","S","N","    ","3.000",".000","3.000","4","30","GRAD ONLY","","","21"
"2024","1","2110574","AI ENG","1","1","LECT","FR","","","","","","","1300","1600","ENG3 ","324  ","S","N","    ","3.000",".000","3.000","45","80","NON CP ONLY","","","21"
"2024","1","2110581","BIOINFORMATICS I","21","2","LECT","TH","","","","","","","1300","1600","ENG3 ","205  ","S","N","    ","3.000",".000","3.000","51","70","2CP, 3CP, 4CP","","","21"
"2024","1","2110595","ADV TOP COMP V","21","2","LECT","TH","","","","","","","0900","1200","ENG3 ","402  ","S","N","    ","3.000",".000","3.000","21","16","BLOCKCHAIN,PRE:OS&NW","UNGRAD ONLY!!!","","21"
"2024","1","2110602","FUNDAMENTALS TO SE","5","2","LECT","SU","","","","","","","1300","1600","ENG4 ","AR   ","S","N","    ","3.000",".000","3.000","6","40","17-10","","","21"
"2024","1","2110606","RES METH COMP ENG","5","3","LECT","SU","","","","","","","1300","1600","ENG4 ","AR   ","S","N","    ","3.000",".000","3.000","1","50","ROOM 17-02","","","21"
"2024","1","2110607","RES METH CS","5","2","LECT","SU","","","","","","","1300","1600","ENG4 ","AR   ","S","N","    ","3.000",".000","3.000","20","50","CS","18-15","","21"
"2024","1","2110623","S/W REQS ENG","5","2","LECT","SA","","","","","","","0900","1200","ENG4 ","AR   ","S","N","    ","3.000",".000","3.000","17","40","17-02","","","21"
"2024","1","2110646","USER INTERFACE DES","1","1","LECT","MO","","","","","","","0900","1200","ENG3 ","407  ","S","N","    ","3.000",".000","3.000","0","30","","","","21"
"2024","1","2110654","ARTIFCL INTELL","1","1","LECT","MO","","","","","","","1300","1600","ENG3 ","403  ","S","N","    ","3.000",".000","3.000","17","45","","","","21"
"2024","1","2110681","COMPUTER ALGORITHM","1","1","LECT","WE","","","","","","","0900","1200","ENG3 ","308  ","S","N","    ","3.000",".000","3.000","13","30","CS","","","21"
"2024","1","2110691","INDIV COM SCI I","1","1","IDPS","IA","","","","","","","IA  ","IA  ","IA   ","IA   ","S","N","    ",".000","3.000","3.000","0","20","","","","21"
"2024","1","2110701","SEMINAR COM ENG I","1","1","SMNA","IA","","","","","","","IA  ","IA  ","IA   ","IA   ","S","N","    ",".000","1.000","1.000","24","60","CM,CS","","","21"
"2024","1","2110702","SEMINAR COM ENG II","1","1","SMNA","AR","","","","","","","AR  ","AR  ","ENG4 ","AR   ","S","N","    ",".000","1.000","1.000","10","40","CM","","","21"
"2024","1","2110714","DIGITAL SYSTEMS","1","1","LECT","TH","","","","","","","1300","1600","ENG3 ","308  ","S","N","    ","3.000",".000","3.000","5","30","","","","21"
"2024","1","2110717","SEMINAR II","1","1","SMNA","MO","","","","","","","1100","1200","ENG3 ","401  ","S","N","    ","1.000",".000","1.000","0","20","CD","","","21"
"2024","1","2110719","SEMINAR IV","1","1","SMNA","MO","","","","","","","1100","1200","ENG3 ","401  ","S","N","    ","1.000",".000","1.000","0","20","CD","","","21"
"2024","1","2110722","S/W PROJ MGT","5","2","LECT","SA","","","","","","","1300","1600","ENG4 ","AR   ","S","N","    ","3.000",".000","3.000","17","40","17-02","","","21"
"2024","1","2110724","S/W TEST QUAL ASSU","5","2","IDPS","SU","","","","","","","0900","1200","ENG4 ","AR   ","S","N","    ","3.000",".000","3.000","18","40","ROOM 17-02","","","21"
"2024","1","2110730","SW QUAL PROC MGT","5","2","LECT","SU","","","","","","","1300","1600","ENG4 ","AR   ","S","N","    ","3.000",".000","3.000","3","30","ROOM 17-01","","","21"
"2024","1","2110747","SOC NET ANAL","6","2","LECT","SU","","","","","","","0900","1200","ENG4 ","AR   ","S","N","    ","3.000",".000","3.000","14","50","18-15","","","21"
"2024","1","2110797","PRE-M PROJ S/W ENG","1","1","IDPS","IA","","","","","","","IA  ","IA  ","ENG4 ","IA   ","S","N","    ",".000","3.000","3.000","1","30"," "," "," ","21"
"2024","1","2110798","M PROJ S/W ENG","1","1","IDPS","IA","","","","","","","IA  ","IA  ","ENG4 ","IA   ","S","N","    ",".000","3.000","3.000","1","30"," "," "," ","21"
"2024","1","2110811","THESIS","1","1","IDPS","IA","","","","","","","IA  ","IA  ","IA   ","IA   ","S","N","    ",".000","12.000","12.000","28","100"," "," "," ","21"
"2024","1","2110814","THESIS","1","1","IDPS","IA","","","","","","","IA  ","IA  ","IA   ","IA   ","S","N","    ",".000","24.000","24.000","24","40","","","","21"
"2024","1","2110816","THESIS","1","1","LECT","IA","","","","","","","IA  ","IA  ","IA   ","IA   ","S","N","    ",".000","36.000","36.000","19","60"," "," "," ","21"
"2024","1","2110829","DISSERTATION","1","1","IDPS","IA","","","","","","","IA  ","IA  ","IA   ","IA   ","S","N","    ",".000","60.000","60.000","8","50","","","","21"
"2020","1","2105458","UNIT OP LAB III","3","3","LAB","TH","","","","","","","0900","1200","CHE  ","CHLA2","S","N","    ",".000","1.000","1.000","21","21","4CHE","","","21"
"2023","1","2147211","ENG DESIGN PRO CAD","2","4","LECT","FR","","","","","","","0930","1100","ENG3 ","222  ","I","N","    ","3.000",".000","3.000","20","25","","","","21"
"2023","1","2105216","MASS ENER BALANCE","2","2","LECT","TU","TH","","","","","","1100","1230","ENG3 ","419  ","S","N","    ","3.000",".000","3.000","20","40","","","","21"
"2023","1","2103861","FLEX LEARNING I","1","1","IDPS","AR","","","","","","","AR  ","AR  ","HANS ","AR   ","S","N","    ",".000","1.000","1.000","1","5","","","","21"
"2023","1","2100522","ADV RES BME VI","1","1","LECT","FR","","","","","","","1300","1600","ENG1 ","203/1","S","N","    ","4.000",".000","4.000","0","5","","","","21"
"2023","1","2186524","BSC GEORES ENG","1","1","LECT","WE","","","","","","","0900","1200","AR   ","AR   ","S","N","    ","3.000",".000","3.000","2","10","","","","21"
"2023","1","2100521","ADV RES BME V","1","1","LECT","TH","","","","","","","1300","1600","ENG1 ","203/1","S","N","    ","4.000",".000","4.000","0","5","","","","21"
"2023","1","2110507","SW DEV PRAC II","22","4","LECT","TH","","","","","","","1300","1600","AR   ","AR   ","S","N","    ","3.000",".000","3.000","20","20","","","","21"
"2020","1","2105463","CHE PROC","1","1","LECT","TU","","","","","","","1300","1600","ENG3 ","402  ","S","N","    ","3.000",".000","3.000","46","45","4CHE","","","21"
"2020","1","2105464","CHEM PROC DSGN","1","1","LECT","MO","","","","","","","0800","1000","ENG3 ","421  ","S","N","    ","2.000","1.000","3.000","39","45","4CHE","","","21"
"2020","1","2105464","CHEM PROC DSGN","2","3","LECT","MO","","","","","","","1000","1200","ENG3 ","421  ","S","N","    ","2.000","1.000","3.000","44","45","4CHE","","","21"
"2020","1","2105472","PROC DYN CONTROL","1","1","LECT","MO","","","","","","","1000","1130","ENG3 ","205  ","S","N","    ","3.000",".000","3.000","33","45","4CHE","","","21"
"2020","1","2105472","PROC DYN CONTROL","2","3","LECT","MO","WE","","","","","","0800","0930","ENG3 ","404  ","S","N","    ","3.000",".000","3.000","47","45","4CHE","","","21"
"2020","1","2105480","SAFETY CHEM OPER","1","1","LECT","TH","","","","","","","1300","1600","ENG3 ","420  ","S","N","    ","3.000",".000","3.000","45","45","4CHE"," "," ","21"
"2020","1","2105491","CHE PROJ I","1","1","LAB","IA","","","","","","","IA  ","IA  ","CHE  ","IA   ","S","N","    ",".000","1.000","1.000","83","90","4CHE"," "," ","21"
"2020","1","2105602","ADV TRANS PHENOM","2","2","LECT","WE","","","","","","","1300","1600","ENG3 ","419  ","S","N","    ","3.000",".000","3.000","11","70","ENGLISH","","","21"
"2020","1","2105602","ADV TRANS PHENOM","9","4","LECT","SU","","","","","","","1300","1600","ENG4 ","41001","S","N","    ","3.000",".000","3.000","14","50","LECTURE HALL","","","21"
"2020","1","2105603","ADV CHE THERMO","2","2","LECT","FR","","","","","","","0930","1230","ENG3 ","418  ","S","N","    ","3.000",".000","3.000","6","30","ENGLISH","","","21"
"2020","1","2105604","ADV CHE KINETICS","1","1","LECT","WE","","","","","","","1300","1600","ENG3 ","409  ","S","N","    ","3.000",".000","3.000","63","70","","","","21"
"2020","1","2105604","ADV CHE KINETICS","9","4","LECT","SA","","","","","","","1300","1600","ENG4 ","41001","S","N","    ","3.000",".000","3.000","21","40","LECTURE HALL","","","21"
"2015","1","2110594","ADV TOP COMP IV","1","1","LECT","MO","","","","","","","1300","1600","EN100","503  ","S","N","    ","3.000",".000","3.000","29","1"," "," "," ","21"
"2015","1","2110606","RES METH COMP ENG","5","3","LECT","SU","","","","","","","0900","1200","ENG4 ","AR   ","S","N","    ","3.000",".000","3.000","32","40","SE57"," "," ","21"
"2015","1","2110607","RES METH CS","5","2","LECT","SU","","","","","","","1300","1600","ENG4 ","AR   ","S","N","    ","3.000",".000","3.000","11","30","CS"," "," ","21"
"2015","1","2110623","S/W REQS ENG","5","2","LECT","SA","","","","","","","0900","1200","ENG4 ","AR   ","S","N","    ","3.000",".000","3.000","33","40"," "," "," ","21"
"2015","1","2110636","PERFORM ANAL EVAL","5","2","LECT","SA","","","","","","","0900","1200","ENG4 ","AR   ","S","N","    ","3.000",".000","3.000","11","30"," "," "," ","21"
"2015","1","2110646","USER INTERFACE DES","1","1","LECT","TH","","","","","","","1300","1600","ENG3 ","206  ","S","N","    ","3.000",".000","3.000","3","30"," "," "," ","21"
"2024","1","2111600","NUC ENG I","1","1","LECT","TH","","","","","","","1430","1730","NT   ","303  ","S","N","    ","3.000",".000","3.000","4","10","","","","21"
"2024","1","2111604","RAD DET INST LAB","1","1","LAB","WE","","","","","","","1300","1600","NT   ","302  ","S","N","    ",".000","1.000","1.000","5","30","","","","21"
"2024","1","2111609","RAD DOSIMETRY","1","1","LECT","MO","","","","","","","1300","1600","NT   ","304  ","S","N","    ","3.000",".000","3.000","0","10","","","","21"
"2024","1","2111613","RAD SAFETY SHIELD","1","1","LECT","FR","","","","","","","1300","1600","NT   ","303  ","S","N","    ","3.000",".000","3.000","6","30","","","","21"
"2024","1","2111631","APP MATH NU TECH","1","1","LECT","FR","","","","","","","0900","1200","NT   ","302  ","S","N","    ","3.000",".000","3.000","1","10","","","","21"
"2024","1","2111660","IND RAD IMAGING","1","1","LECT","WE","","","","","","","0900","1200","NT   ","304  ","S","N","    ","3.000",".000","3.000","1","15","","","","21"
"2024","1","2111664","DIGI COMP INT INST","1","1","LECT","FR","","","","","","","0900","1200","NT   ","206  ","S","N","    ","3.000",".000","3.000","0","10","","","","21"
"2024","1","2111683","CUR TOPIC NU ENG","1","1","LECT","FR","","","","","","","0900","1000","NT   ","IA   ","S","N","    ","3.000",".000","3.000","0","10","","","","21"
"2024","1","2111684","CUR TOPIC NUC TECH","1","1","LECT","FR","","","","","","","0900","1000","NT   ","302  ","S","N","    ","3.000",".000","3.000","0","30","","","","21"
"2024","1","2111688","NUC SCI ENG","1","1","LECT","MO","","","","","","","0900","1200","NT   ","304  ","S","N","    ","3.000",".000","3.000","1","15","","","","21"
"2024","1","2111702","SEM NUCL TECH II","1","1","SMNA","TH","","","","","","","1300","1400","NT   ","206  ","S","N","    ",".000","1.000","1.000","0","10","","","","21"
"2024","1","2111801","SEM NUCL ENG I","1","1","DISC","TH","","","","","","","1300","1500","NT   ","206  ","S","N","    ","2.000",".000","2.000","3","30","","","","21"
"2024","1","2111803","SEM NUCL ENG III","1","1","DISC","TH","","","","","","","1300","1500","NT   ","206  ","S","N","    ","2.000",".000","2.000","3","30","","","","21"
"2024","1","2111811","THESIS","1","1","IDPS","IA","","","","","","","IA  ","IA00","NT   ","303  ","S","N","    ",".000","12.000","12.000","7","50"," "," "," ","21"
"2024","1","2111828","DISSERTATION","1","1","IDPS","IA","","","","","","","IA  ","IA  ","IA   ","IA   ","S","N","    ",".000","48.000","48.000","0","15","","","","21"
"2024","1","2111832","DISSERTATION","1","1","IDPS","IA","","","","","","","IA  ","IA  ","NT   ","IA   ","S","N","    ",".000","74.000","74.000","0","20","","","","21"
"2024","1","2111897","QUALIFYING EXAM","1","1","LECT","IA","","","","","","","IA  ","IA  ","IA   ","IA   ","S","N","    ",".000",".000",".000","4","20","","","","21"
"2021","2","2148649","ADV TOP ROLL ENG","1","1","LECT","FR","","","","","","","1300","1600","AR   ","AR   ","S","N","    ","3.000",".000","3.000","7","10","","","","21"
"2021","2","2182234","INTRO SIGN SYS","1","2","LECT","TH","","","","","","","1100","1230","IA   ","IA   ","I","N","    ","3.000",".000","3.000","40","50","","","","21"
"2021","2","2105633","CAT STA","9","5","LECT","SA","","","","","","","1300","1500","ENG4 ","41003","S","N","    ","3.000",".000","3.000","6","30","CLASS ROOM","","","21"
"2021","2","2105617","RES METH STAT ANAL","9","2","LECT","SU","","","","","","","0900","1200","ENG4 ","41003","S","N","    ","3.000",".000","3.000","6","30","CLASS ROOM","","","21"
