"YEAR","SEMESTER","COURSECODE","COURSENAME","SECTION","ROWSEQ","TEACHTYPE","DAY1","DAY2","DAY3","DAY4","DAY5","DAY6","DAY7","STARTTIME","ENDTIME","BUILDING","ROOM","STUDYPROGRAMSYSTEM","GENEDSTATUS","GENERALSUBJECT","LECTURECREDIT","NONLECTURECREDIT","TOTALCREDIT","REALREG","TOTALREG","REMARK1","REMARK2","REMARK3","FACCODE"
"2024","2","2101828","DISSERTATION","27","27","IDPS","IA","","","","","","","IA  ","IA  ","IA   ","IA   ","I","N","    ",".000","48.000","48.000","1","5","","","","21"
"2024","2","2101828","DISSERTATION","30","30","IDPS","IA","","","","","","","IA  ","IA  ","IA   ","IA   ","I","N","    ",".000","48.000","48.000","0","5","","","","21"
"2024","2","2101828","DISSERTATION","32","32","IDPS","IA","","","","","","","IA  ","IA  ","IA   ","IA   ","I","N","    ",".000","48.000","48.000","0","5","","","","21"
"2024","2","2102387","FUND DIGIT CIRC","1","1","LECT","AR","","","","","","","AR  ","AR  ","AR   ","AR   ","S","N","    ","3.000",".000","3.000","1","20","FOLLOW-UP COURSE","","","21"
"2024","2","2110352","COMP SYS ARCH","2","2","LECT","FR","","","","","","","0930","1230","ENG4 ","AR   ","S","N","    ","3.000",".000","3.000","55","55","2CP","18-15/16","","21"
"2024","2","2110352","COMP SYS ARCH","33","3","LECT","FR","","","","","","","0930","1230","ENG4 ","AR   ","S","N","    ","3.000",".000","3.000","39","55","2CP","18-15/16","","21"
"2024","2","2110363","HW SYN LAB I","2","2","LAB","WE","","","","","","","1300","1600","ENG4 ","AR   ","S","N","    ",".000","1.000","1.000","96","100","2CP","","","21"
"2024","1","2104660","STOCH MOD FIN ENG","2","2","LECT","AR","","","","","","","AR  ","AR  ","MAHIT","1104 ","S","N","    ","2.000",".000","2.000","0","20","FLEXIBLE ONLY","","","21"
"2024","1","2110774","DATA DRIVEN INNO","5","2","LECT","SA","","","","","","","1300","1600","AR   ","AR   ","S","N","    ","3.000",".000","3.000","5","40","ROOM 17-01","","","21"
"2024","2","2110593","ADV TOP COMP III","3","3","LECT","TH","","","","","","","1300","1600","ENG4 ","AR   ","S","N","    ","3.000",".000","3.000","8","30","17-02","","","21"
"2024","2","2110328","DATA STRUCT ALGO","55","1","LECT","AR","","","","","","","AR  ","AR  ","AR   ","AR   ","S","N","    ","4.000",".000","4.000","76","100","","","CEDT","21"
"2024","2","2110742","EVOLUTIONARY COMP","1","1","LECT","TU","","","","","","","1300","1600","ENG4 ","AR   ","S","N","    ","3.000",".000","3.000","1","10","17-10","GRAD ONLY","","21"
"2024","2","2112342","PRIN HYDROLOGY","1","2","LECT","TH","","","","","","","0800","0930","EN100","201B ","S","N","    ","3.000",".000","3.000","60","60","","","","21"
"2024","2","2112342","PRIN HYDROLOGY","3","6","LECT","TH","","","","","","","0800","0930","EN100","201B ","S","N","    ","3.000",".000","3.000","22","60","","","","21"
"2021","2","2148621","RAMS RAIL APP","1","1","LECT","AR","","","","","","","AR  ","AR  ","AR   ","AR   ","S","N","    ","3.000",".000","3.000","0","5","","","","21"
"2021","2","2148627","RAIL VEH VIBR DYN","1","1","LECT","IA","","","","","","","IA  ","IA  ","IA   ","IA   ","S","N","    ","3.000",".000","3.000","7","10","","","","21"
"2021","2","2148626","STRUC DES METHOD","1","1","LECT","IA","","","","","","","IA  ","IA  ","IA   ","IA   ","S","N","    ","3.000",".000","3.000","7","10","","","","21"
"2016","1","2108298","SURVEYING","3","5","LECT","TH","","","","","","","1000","1200","ENG3 ","204  ","S","N","    ","2.000","1.000","3.000","21","1","3ENV"," "," ","21"
"2015","1","2109509","SS TECH","1","1","LECT","TU","","","","","","","1300","1600","ENG4 ","41632","S","N","    ","3.000",".000","3.000","6","40"," "," "," ","21"
"2015","1","2109101","ENG MATERIALS","1","1","LECT","MO","","","","","","","0800","0930","ENG3 ","117  ","S","N","    ","3.000",".000","3.000","232","270","YEAR1 GROUP2"," "," ","21"
"2015","1","2109101","ENG MATERIALS","2","3","LECT","WE","","","","","","","0800","0930","ENG3 ","117  ","S","N","    ","3.000",".000","3.000","151","155","YEAR1 GROUP2"," "," ","21"
"2015","1","2109210","THERMO MAT","1","1","LECT","TU","TH","","","","","","0800","0930","ENG3 ","318  ","S","N","    ","3.000",".000","3.000","53","60","2MT"," "," ","21"
"2015","1","2109276","ENG MAT LAB","1","1","LAB","MO","","","","","","","1300","1600","ENG4 ","41627","S","N","    ",".000","1.000","1.000","21","25","2MT"," "," ","21"
"2015","1","2109310","CHEM ENG MAT","1","1","LECT","MO","WE","","","","","","0800","0930","ENG4 ","41601","S","N","    ","3.000",".000","3.000","39","45","3MT"," "," ","21"
"2015","1","2109333","MET MAT","1","1","LECT","TU","","","","","","","0930","1230","ENG4 ","41501","S","N","    ","3.000",".000","3.000","38","45","3MT"," "," ","21"
"2015","1","2109377","MICROSTRUC LAB","2","2","LAB","TH","","","","","","","1300","1600","ENG4 ","41627","S","N","    ",".000","1.000","1.000","20","25","3MT"," "," ","21"
"2015","1","2108497","SPEC PROB I","2","3","LECT","MO","","","","","","","1300","1500","SVBLD","AR   ","S","N","    ","2.000","1.000","3.000","8","20"," "," "," ","21"
"2015","1","2108502","FUND POS MAP","1","1","LECT","MO","","","","","","","1000","1200","SVBLD","401  ","S","N","    ","2.000","1.000","3.000","7","30"," "," "," ","21"
"2015","1","2108511","NUM TECH GEOM","1","1","LECT","TU","TH","","","","","","1100","1200","SVBLD","401  ","S","N","    ","2.000","1.000","3.000","5","20"," "," "," ","21"
"2015","1","2108512","ADJ COMP GEOM","1","1","LECT","WE","","","","","","","1000","1200","SVBLD","401  ","S","N","    ","2.000","1.000","3.000","6","20"," "," "," ","21"
"2015","1","2108557","SP DATA STRUC MOD","1","1","LECT","TU","","","","","","","0930","1100","SVBLD","401  ","S","N","    ","3.000",".000","3.000","8","20"," "," "," ","21"
"2015","1","2108592","SEM GEOINFO TECH","1","1","LECT","FR","","","","","","","0800","0900","SVBLD","200  ","S","N","    ","3.000",".000","3.000","2","20"," "," "," ","21"
"2025","1","2111831","DISSERTATION","1","1","IDPS","IA","","","","","","","IA  ","IA  ","NT   ","IA   ","S","N","    ",".000","49.000","49.000","3","20","","","","21"
"2025","1","2111832","DISSERTATION","1","1","IDPS","IA","","","","","","","IA  ","IA  ","NT   ","IA   ","S","N","    ",".000","74.000","74.000","0","20","","","","21"
"2025","1","2112342","PRIN HYDROLOGY","1","1","LECT","TU","TH","","","","","","0930","1100","ENG1 ","113  ","S","N","    ","3.000",".000","3.000","36","37","2CE","","","21"
"2025","1","2112342","PRIN HYDROLOGY","3","3","LECT","TU","TH","","","","","","0930","1100","ENG1 ","113  ","S","N","    ","3.000",".000","3.000","32","37","3CE","","","21"
"2023","2","2186528","ADV CLEAN COAL TEC","1","1","LECT","TU","","","","","","","1700","2000","ENG4 ","41501","S","N","    ","3.000",".000","3.000","3","25","","","","21"
"2023","2","2147481","IND STUD II","1","1","IDPS","IA","","","","","","","IA  ","IA  ","IA   ","IA   ","I","N","    ",".000","1.000","1.000","3","5","","","","21"
"2023","2","2109813","THESIS","1","1","IDPS","IA","","","","","","","IA  ","IA  ","ENG4 ","41632","S","N","    ",".000","18.000","18.000","1","30","","","","21"
"2023","2","2109559","WEAR MET MAT","1","1","LECT","AR","","","","","","","AR  ","AR  ","AR   ","AR   ","S","N","    ","2.000",".000","2.000","0","40","","","","21"
"2023","2","2109563","THIN FILM TECH","1","1","LECT","AR","","","","","","","AR  ","AR  ","AR   ","AR   ","S","N","    ","2.000",".000","2.000","0","40","","","","21"
"2023","2","2109567","SURF CLAD","1","1","LECT","AR","","","","","","","AR  ","AR  ","AR   ","AR   ","S","N","    ","2.000",".000","2.000","0","40","","","","21"
"2023","2","2109571","MAT SURF CHAR","1","1","LECT","AR","","","","","","","AR  ","AR  ","AR   ","AR   ","S","N","    ","2.000",".000","2.000","0","40","","","","21"
"2023","2","2109575","ADV TOP SUR ENG","1","1","LECT","AR","","","","","","","AR  ","AR  ","AR   ","AR   ","S","N","    ","3.000",".000","3.000","0","40","","","","21"
"2023","2","2109581","CORR OIL GAS PIPE","1","1","LECT","AR","","","","","","","AR  ","AR  ","AR   ","AR   ","S","N","    ","2.000",".000","2.000","0","40","","","","21"
"2023","2","2109585","CORR STEEL CON","1","1","LECT","AR","","","","","","","AR  ","AR  ","AR   ","AR   ","S","N","    ","2.000",".000","2.000","0","40","","","","21"
"2023","2","2109589","CTHD PRTC","1","1","LECT","AR","","","","","","","AR  ","AR  ","AR   ","AR   ","S","N","    ","2.000",".000","2.000","0","40","","","","21"
"2023","2","2109593","ENV FAIL","1","1","LECT","AR","","","","","","","AR  ","AR  ","AR   ","AR   ","S","N","    ","2.000",".000","2.000","0","40","","","","21"
"2023","2","2109597","ADV TOP CORR ENG","1","1","LECT","AR","","","","","","","AR  ","AR  ","AR   ","AR   ","S","N","    ","3.000",".000","3.000","0","40","","","","21"
"2023","2","2109613","SURF MOD HT","1","1","LECT","AR","","","","","","","AR  ","AR  ","AR   ","AR   ","S","N","    ","3.000",".000","3.000","0","40","","","","21"
"2023","2","2120561","CLIMATE CHANGE SCI","1","1","LECT","TU","TH","","","","","","1700","2000","EN100","IA   ","S","N","    ","2.000",".000","2.000","12","40","","","","21"
"2023","2","2120561","CLIMATE CHANGE SCI","1","2","LECT","SA","","","","","","","1300","1600","EN100","IA   ","S","N","    ","2.000",".000","2.000","12","40","","","","21"
"2022","2","2104785","DOC SEM IE V","1","1","SMNA","AR","","","","","","","AR  ","AR  ","ENG4 ","AR   ","S","N","    ","1.000",".000","1.000","0","10","","","","21"
"2024","1","2183102","COM AID DES ENG","1","1","LECT","FR","","","","","","","1430","1630","ENG3 ","224  ","I","N","    ","2.000","1.000","3.000","39","40","","","","21"
"2024","1","2183102","COM AID DES ENG","1","2","PRAC","TH","","","","","","","0900","1200","ENG3 ","224  ","I","N","    ","2.000","1.000","3.000","39","40","","","","21"
"2024","1","2140111","EXPL ENG WORLD","1","1","LECT","FR","","","","","","","1300","1600","ENG3 ","415  ","I","N","3   ","3.000",".000","3.000","98","120","","","","21"
"2024","1","2140301","INDUS TRAINING","1","1","FWK","IA","","","","","","","IA  ","IA  ","IA   ","IA   ","I","N","    ",".000","2.000","2.000","186","200","","","","21"
"2024","1","2141305","NANOSTR CRYS DEFEC","1","1","LECT","TU","","","","","","","1300","1600","ENG2 ","303/1","I","N","    ","3.000",".000","3.000","12","40","","","","21"
"2024","1","2141355","INTRO BIOEN","1","1","LECT","TU","","","","","","","1300","1600","ENG3 ","321  ","I","N","    ","3.000",".000","3.000","11","40","","","","21"
"2024","1","2141498","NANO PREPROJ","1","1","LAB","IA","","","","","","","IA  ","IA  ","IA   ","IA   ","I","N","    ",".000","1.000","1.000","44","60","","","","21"
"2024","1","2141556","APP GENET ENG","1","1","LECT","TU","","","","","","","1300","1600","ENG2 ","304/2","I","N","    ","3.000",".000","3.000","28","40","","","","21"
"2024","1","2142352","FEM APPL","1","1","LECT","MO","","","","","","","0900","1200","ENG4 ","M07/5","I","N","    ","3.000",".000","3.000","17","20","","","","21"
"2024","1","2142453","CONCEPT CAR DSGN","1","1","LECT","MO","","","","","","","1300","1600","ENG2 ","303/1","I","N","    ","3.000",".000","3.000","43","45","","","","21"
"2024","1","2142495","INDEP STUDY","1","2","IDPS","IA","","","","","","","IA  ","IA  ","IA   ","IA   ","I","N","    ",".000","3.000","3.000","0","8","","","","21"
"2024","1","2142499","AUTO ENG PROJECT","1","1","IDPS","IA","","","","","","","IA  ","IA  ","IA   ","IA   ","I","N","    ",".000","3.000","3.000","0","10","","","","21"
"2024","1","2143480","IND STUD I","1","1","IDPS","AR","","","","","","","AR  ","AR  ","AR   ","AR   ","I","N","    ",".000","1.000","1.000","0","10","","","","21"
"2024","1","2143482","IND STUD III","1","1","IDPS","AR","","","","","","","AR  ","AR  ","AR   ","AR   ","I","N","    ",".000","1.000","1.000","1","10","","","","21"
"2024","1","2143495","SEL TOP ICE I","1","1","LECT","IA","","","","","","","IA  ","IA  ","IA   ","IA   ","I","N","    ","3.000",".000","3.000","0","20","","","","21"
"2024","1","2145211","INTRO AERO ENG","1","1","LECT","TH","","","","","","","1300","1600","ENG4 ","M07/4","I","N","    ","3.000",".000","3.000","33","40","","","","21"
"2024","1","2145311","AERODYNAMICS I","1","1","LECT","TU","","","","","","","1300","1600","ENG4 ","M07/5","I","N","    ","3.000",".000","3.000","31","40","","","","21"
"2024","1","2145327","AIR PERFORM","1","1","LECT","FR","","","","","","","1300","1600","ENG4 ","M07/5","I","N","    ","3.000",".000","3.000","26","40","","","","21"
"2024","1","2145361","AERO ENG LAB I","1","2","LAB","MO","","","","","","","1400","1700","AR   ","AR   ","I","N","    ","1.000","1.000","2.000","26","40","CHULAPAT14","","","21"
"2024","1","2145363","AERO ENG LAB III","1","2","LAB","TU","","","","","","","0900","1200","AR   ","AR   ","I","N","    ","1.000","1.000","2.000","22","36","CHULAPAT14","","","21"
"2024","1","2145421","INTRO COMP FLD DYN","1","1","LECT","TU","","","","","","","1300","1600","ENG3 ","224  ","I","N","    ","3.000",".000","3.000","19","25","","","","21"
"2024","1","2145460","AIRCRAFT REPR PHIL","1","1","LECT","WE","","","","","","","1300","1600","ENG4 ","M07/2","I","N","    ","3.000",".000","3.000","7","40","","","","21"
"2024","1","2145462","TOP AERO ENG I","1","1","LECT","WE","","","","","","","0900","1200","ENG4 ","M07/3","I","N","    ","3.000",".000","3.000","0","20","HYBRID PROPULSION","","","21"
"2024","1","2145471","FLIGHT EXPERIENCE","1","1","LECT","FR","","","","","","","0900","1200","ENG4 ","M07/5","I","N","    ","2.000","1.000","3.000","4","30","","","","21"
"2024","1","2101695","COMP APPL CONST","1","1","LECT","AR","","","","","","","AR  ","AR  ","CE   ","AR   ","I","N","    ","3.000",".000","3.000","1","5","","","","21"
"2024","1","2102213","CIR THEORY I/LAB","5","9","LECT","TU","TH","","","","","","0930","1100","ENG3 ","206  ","S","N","    ","3.000","1.000","4.000","1","5","3EE","","","21"
"2024","2","2183212","STATICS","1","1","LECT","TU","","","","","","","0900","1200","ENG3 ","408  ","I","N","    ","3.000",".000","3.000","25","45","CHPE ONLY","","","21"
"2024","1","2190222","FUND DS ALG","1","2","PRAC","TH","","","","","","","0900","1200","ENG2 ","305  ","I","N","    ","3.000","1.000","4.000","56","55","6638002421","-6638129521","","21"
"2024","1","2111643","NUCL POWER ENG","1","1","LECT","TH","","","","","","","0900","1200","NT   ","302  ","S","N","    ","3.000",".000","3.000","0","10","","","","21"
"2024","3","2107497","SP PROB ENV ENG I","1","1","LECT","MO","WE","FR","","","","","1300","1600","AR   ","AR   ","S","N","    ","2.000","1.000","3.000","3","40","","","","21"
"2024","2","2101828","DISSERTATION","36","36","IDPS","IA","","","","","","","IA  ","IA  ","IA   ","IA   ","I","N","    ",".000","48.000","48.000","0","5","","","","21"
"2024","2","2120699","SEM INNO ENG SUS","1","1","SMNA","IA","","","","","","","IA  ","IA  ","IA   ","IA   ","S","N","    ","1.000",".000","1.000","2","5","","","","21"
"2024","1","2109430","CORROSION OF METAL","2","2","LECT","TH","","","","","","","0930","1230","ENG4 ","41601","S","N","    ","3.000",".000","3.000","4","20","4MT","","","21"
"2024","1","2110191","INNOV THINK","71","4","LECT","TH","","","","","","","1300","1600","EN100","502  ","S","Y","3   ","3.000",".000","3.000","13","1","S/U","","","21"
"2024","1","2104761","ADV TOPICS IN IE I","1","1","LECT","TU","","","","","","","1300","1600","AR   ","AR   ","S","N","    ","3.000",".000","3.000","1","10","","","","21"
"2015","2","2190151","COMP PROG LAB","1","1","LAB","TH","","","","","","","0900","1200","ENG4 ","AR   ","I","N","    ",".000","1.000","1.000","27","30","5831354421-","5831402921"," ","21"
"2015","2","2190151","COMP PROG LAB","3","3","LAB","TU","","","","","","","0900","1200","ENG4 ","AR   ","I","N","    ",".000","1.000","1.000","28","30","5831201021-","5831272621"," ","21"
"2015","1","2101828","DISSERTATION","21","21","IDPS","IA","","","","","","","IA  ","IA  ","CE   ","AR   ","S","N","    ",".000","48.000","48.000","2","5"," "," "," ","21"
"2015","1","2101828","DISSERTATION","25","25","IDPS","IA","","","","","","","IA  ","IA  ","CE   ","AR   ","S","N","    ",".000","48.000","48.000","1","5"," "," "," ","21"
"2015","1","2101828","DISSERTATION","31","31","IDPS","IA","","","","","","","IA  ","IA  ","CE   ","AR   ","S","N","    ",".000","48.000","48.000","1","5"," "," "," ","21"
"2015","1","2101811","THESIS","24","24","IDVS","IA","","","","","","","IA  ","IA  ","CE   ","AR   ","S","N","    ",".000","12.000","12.000","2","10"," "," "," ","21"
"2015","1","2101811","THESIS","27","27","IDVS","IA","","","","","","","IA  ","IA  ","CE   ","AR   ","S","N","    ",".000","12.000","12.000","1","10"," "," "," ","21"
"2015","1","2101811","THESIS","29","29","IDVS","IA","","","","","","","IA  ","IA  ","CE   ","AR   ","S","N","    ",".000","12.000","12.000","5","10"," "," "," ","21"
"2015","1","2101811","THESIS","31","31","IDVS","IA","","","","","","","IA  ","IA  ","CE   ","AR   ","S","N","    ",".000","12.000","12.000","4","10"," "," "," ","21"
"2015","1","2101811","THESIS","33","33","IDVS","IA","","","","","","","IA  ","IA  ","CE   ","AR   ","S","N","    ",".000","12.000","12.000","1","10"," "," "," ","21"
"2015","1","2101811","THESIS","35","35","IDVS","IA","","","","","","","IA  ","IA  ","CE   ","AR   ","S","N","    ",".000","12.000","12.000","1","10"," "," "," ","21"
"2015","1","2101811","THESIS","37","37","IDVS","IA","","","","","","","IA  ","IA  ","CE   ","AR   ","S","N","    ",".000","12.000","12.000","9","10"," "," "," ","21"
"2015","1","2101828","DISSERTATION","1","1","IDPS","IA","","","","","","","IA  ","IA00","CELAB","207  ","S","N","    ",".000","48.000","48.000","1","80"," "," "," ","21"
"2015","1","2101828","DISSERTATION","3","3","IDPS","IA","","","","","","","IA  ","IA  ","CE   ","AR   ","S","N","    ",".000","48.000","48.000","4","5"," "," "," ","21"
"2015","1","2101828","DISSERTATION","9","9","IDPS","IA","","","","","","","IA  ","IA  ","CE   ","AR   ","S","N","    ",".000","48.000","48.000","1","5"," "," "," ","21"
"2015","1","2101806","NUM/APPROX METH","1","1","LECT","TU","TH","","","","","","1030","1200","CE   ","207  ","S","N","    ","3.000",".000","3.000","3","50"," "," "," ","21"
"2015","1","2101811","THESIS","2","2","IDVS","IA","","","","","","","IA  ","IA  ","CE   ","AR   ","S","N","    ",".000","12.000","12.000","5","10"," "," "," ","21"
"2015","1","2101811","THESIS","4","4","IDVS","IA","","","","","","","IA  ","IA  ","CE   ","AR   ","S","N","    ",".000","12.000","12.000","3","10"," "," "," ","21"
"2015","1","2100897","QUALIFYING EXAM","1","1","LECT","IA","","","","","","","IA  ","IA  ","IA   ","IA   ","S","N","    ",".000",".000",".000","1","10"," "," "," ","21"
"2015","1","2101254","GEOL CE","1","1","LECT","TU","","","","","","","1300","1500","CE   ","209  ","S","N","    ","2.000",".000","2.000","120","120","2CE"," "," ","21"
"2015","1","2100111","EXPL ENG WORLD","1","1","LECT","FR","","","","","","","0800","1100","ENG3 ","117  ","S","N","3   ","3.000",".000","3.000","386","425","YEAR 1 GROUP 2"," "," ","21"
"2015","2","2101698","CONST BUS MGT","1","1","LECT","WE","","","","","","","0900","1200","CE   ","AR   ","S","N","    ","3.000",".000","3.000","12","50"," "," "," ","21"
"2015","2","2102490","ELEC ENG PRE-PROJ","1","1","LAB","AR","","","","","","","AR  ","AR  ","AR   ","AR   ","S","N","    ",".000","1.000","1.000","2","5"," "," "," ","21"
"2015","2","2103106","ENG DRAWING","2","3","LECT","MO","","","","","","","1300","1400","ENG1 ","302  ","S","N","    ","1.000","2.000","3.000","70","70"," "," "," ","21"
"2015","2","2103231","MECH OF MAT I","3","3","LECT","MO","WE","","","","","","0930","1100","ENG3 ","319  ","S","N","    ","3.000",".000","3.000","54","55","2CHE,2PE,2GE,2MT"," "," ","21"
"2015","2","2103393","ME LAB NON ME","3","3","LAB","TU","","","","","","","1400","1700","HANS ","206  ","S","N","    ",".000","1.000","1.000","19","18","3AE,3PE,3GE"," "," ","21"
"2015","2","2103481","AUTOMOTIVE ENG","2","3","LECT","TU","TH","","","","","","0930","1100","ENG3 ","401  ","S","N","    ","3.000","1.000","4.000","5","6","2AE"," "," ","21"
"2015","2","2103481","AUTOMOTIVE ENG","3","5","LECT","TU","TH","","","","","","0930","1100","ENG3 ","401  ","S","N","    ","3.000","1.000","4.000","6","6","2AE"," "," ","21"
"2015","2","2103481","AUTOMOTIVE ENG","4","7","LECT","TU","TH","","","","","","0930","1100","ENG3 ","401  ","S","N","    ","3.000","1.000","4.000","6","6","2AE"," "," ","21"
"2015","2","2104252","OPN MGT","2","2","LECT","TH","","","","","","","1330","1530","ENG4 ","4409 ","S","N","    ","2.000",".000","2.000","50","50","2IE"," "," ","21"
"2015","2","2104525","WORK PROC DES IPV","1","1","LECT","TU","","","","","","","0900","1200","ENG4 ","4510 ","S","N","    ","3.000",".000","3.000","25","60"," "," "," ","21"
"2015","2","2105230","CHE MATH I","2","2","LECT","TU","TH","","","","","","0930","1100","ENG3 ","420  ","S","N","    ","3.000",".000","3.000","39","45","2CHE"," "," ","21"
"2015","2","2105362","CHEM PROC ECON AMT","1","1","LECT","WE","","","","","","","1300","1600","ENG3 ","319  ","S","N","    ","3.000",".000","3.000","19","30","3CHE"," "," ","21"
"2015","2","2106251","GENERAL GEOLOGY","1","1","LECT","MO","","","","","","","1300","1500","ENG4 ","41501","S","N","    ","2.000","1.000","3.000","29","30","2SV"," "," ","21"
"2015","2","2107659","THEO DES ADV WAST","1","1","LECT","MO","","","","","","","1300","1600","ENG3 ","309  ","S","N","    ","3.000","1.000","4.000","9","35"," "," "," ","21"
"2015","2","2108202","SURV ENG","1","1","LECT","TH","","","","","","","1000","1200","SVBLD","204  ","S","N","    ","2.000","1.000","3.000","28","30","2SV"," "," ","21"
"2015","2","2108298","SURVEYING","1","2","LAB","MO","","","","","","","1300","1600","ENG3 ","418  ","S","N","    ","2.000","1.000","3.000","27","24"," "," "," ","21"
"2015","2","2108298","SURVEYING","2","4","LAB","TU","","","","","","","1300","1600","ENG3 ","418  ","S","N","    ","2.000","1.000","3.000","26","24"," "," "," ","21"
"2015","2","2108298","SURVEYING","3","6","LAB","WE","","","","","","","1300","1600","ENG3 ","418  ","S","N","    ","2.000","1.000","3.000","26","24"," "," "," ","21"
"2015","2","2108298","SURVEYING","4","8","LAB","TH","","","","","","","1300","1600","ENG3 ","418  ","S","N","    ","2.000","1.000","3.000","26","24"," "," "," ","21"
"2016","1","2107607","ENV ANL","1","2","LECT","AR","","","","","","","AR  ","AR  ","AR   ","AR   ","S","N","    ","3.000",".000","3.000","0","20"," "," "," ","21"
"2016","1","2107607","ENV ANL","2","4","LECT","AR","","","","","","","AR  ","AR  ","AR   ","AR   ","S","N","    ","3.000",".000","3.000","7","20"," "," "," ","21"
"2016","1","2107642","ENG PRA SOLID WAST","1","1","LECT","TH","","","","","","","1300","1600","ENG3 ","205  ","S","N","    ","3.000",".000","3.000","0","50"," "," "," ","21"
"2016","1","2107657","ENERGY ENVI","1","1","LECT","TH","","","","","","","1100","1300","ENG3 ","403  ","S","N","    ","3.000",".000","3.000","14","35"," "," "," ","21"
"2016","1","2107658","THEO DES ADV WATER","1","1","LECT","MO","","","","","","","0930","1230","ENG3 ","AR   ","S","N","    ","3.000","1.000","4.000","7","50"," "," "," ","21"
"2016","1","2107659","THEO DES ADV WAST","1","1","LECT","MO","","","","","","","1300","1600","ENG3 ","205  ","S","N","    ","3.000","1.000","4.000","39","50"," "," "," ","21"
"2016","1","2107663","IND WASTE MGT","1","1","LECT","FR","","","","","","","1300","1600","AR   ","AR   ","S","N","    ","3.000",".000","3.000","0","20"," "," "," ","21"
"2016","1","2104660","STOCH MOD FIN ENG","2","2","LECT","AR","","","","","","","AR  ","AR  ","MAHIT","1104 ","T","N","    ","2.000",".000","2.000","0","20","MS IN FIN ENG,","FLEXIBLE ONLY"," ","21"
"2016","1","2104662","OPT FIN ENG","2","2","LECT","AR","","","","","","","AR  ","AR  ","MAHIT","AR   ","T","N","    ","2.000",".000","2.000","0","20"," "," "," ","21"
"2016","1","2108557","SP DATA STRUC MOD","1","1","LECT","TU","","","","","","","0930","1100","SVBLD","401  ","S","N","    ","3.000",".000","3.000","10","20"," "," "," ","21"
"2016","1","2108560","ADV MAP DES PRO","1","1","LECT","TH","","","","","","","0900","1100","EN100","404  ","S","N","    ","2.000","1.000","3.000","4","20"," "," "," ","21"
"2016","1","2108592","SEM GEOINFO TECH","1","1","LECT","FR","","","","","","","0800","0900","SVBLD","200  ","S","N","    ","3.000",".000","3.000","5","20"," "," "," ","21"
"2016","1","2108592","SEM GEOINFO TECH","1","3","SMNA","FR","","","","","","","1000","1100","SVBLD","200  ","S","N","    ","3.000",".000","3.000","5","20"," "," "," ","21"
"2016","1","2108627","GEOIM PROC","1","2","PRAC","FR","","","","","","","1300","1600","SVBLD","401  ","S","N","    ","2.000","1.000","3.000","8","20"," "," "," ","21"
"2025","1","2104201","ENG STAT I","5","5","LECT","MO","","","","","","","0930","1230","ENG4 ","4617 ","S","N","    ","3.000",".000","3.000","47","50","ME 66+","","","21"
"2025","1","2104206","AUTOMATION","1","1","LECT","MO","","","","","","","1300","1800","ENG4 ","4407 ","S","N","    ","2.000","1.000","3.000","43","45","","","","21"
"2025","1","2104207","IND ENG LAB I","1","1","LAB","TH","","","","","","","1300","1600","ENG4 ","4407 ","S","N","    ",".000","1.000","1.000","46","45","","","","21"
"2025","1","2104208","WORK DESIGN","1","1","LECT","TU","","","","","","","1300","1500","ENG4 ","4617 ","S","N","    ","2.000",".000","2.000","42","45","","","","21"
"2025","1","2104253","ENG STAT I","2","2","LECT","TU","","","","","","","0900","1200","ENG4 ","4617 ","S","N","    ","3.000",".000","3.000","0","1","IE<66","","","21"
"2025","1","2104253","ENG STAT I","4","4","LECT","MO","","","","","","","0930","1230","ENG4 ","4616 ","S","N","    ","3.000",".000","3.000","0","1","ME<66","","","21"
"2025","1","2104351","WORK DESIGN","1","1","LECT","TU","","","","","","","1300","1600","ENG4 ","4617 ","S","N","    ","2.000","1.000","3.000","0","1","IE<66","","","21"
"2017","2","2183211","ENG MECH","1","2","LECT","SA","","","","","","","1300","1500","ENG2 ","303/1","I","N","    ","4.000",".000","4.000","8","20"," "," "," ","21"
"2017","2","2105604","ADV CHE KINETICS","1","1","LECT","TH","","","","","","","0900","1200","ENG3 ","415  ","S","N","    ","3.000",".000","3.000","13","50"," "," "," ","21"
"2017","2","2106266","PETROPHYSICS","1","1","LECT","TH","","","","","","","0930","1130","AR   ","AR   ","S","N","    ","2.000","1.000","3.000","10","25"," "," "," ","21"
"2018","1","2104660","STOCH MOD FIN ENG","1","1","LECT","SA","","","","","","","0900","1200","MAHIT","1104 ","T","N","    ","2.000",".000","2.000","7","20","MS IN FIN ENG,","FULL TIME ONLY"," ","21"
"2018","1","2104662","OPT FIN ENG","1","1","LECT","TH","","","","","","","1800","2100","MAHIT","AR   ","T","N","    ","2.000",".000","2.000","4","20","MS IN FIN ENG,","FULL TIME ONLY"," ","21"
"2018","1","2103360","ME EXP LAB II","4","8","LAB","WE","","","","","","","1400","1700","HANS ","206  ","S","N","    ","1.000","1.000","2.000","10","10","","","","21"
"2022","2","2102423","DIG SIG PROC","1","1","LECT","TU","","","","","","","1300","1600","ENG4 ","1306 ","S","N","    ","3.000",".000","3.000","17","60","","","","21"
"2022","2","2102435","IND AUTOMATION","1","1","LECT","TU","TH","","","","","","0800","0930","ENG3 ","305  ","S","N","    ","3.000",".000","3.000","35","36","","","","21"
