"STUDENTCODE","COURSECODENO","FACCODE","FACULTYGROUP","DEPCODE","MAJORCODE","PROGRAM","STUDYPROGRAMSYSTEM","PROJECT","STARTACADYEAR","STARTSEMESTER","MAXPERIOD","MINPERIOD","CREDITTOT","FACNAME","DEPNAME","MAJORNAME","FACNAMEENG","DEPNAMEENG","MAJORNAMEENG","UPDATEDATE"
"6633145621","4853","21","1","2110","21104","3"," ","021","2023","1","16","2","124","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมคอมพิวเตอร์","วิศวกรรมคอมพิวเตอร์และเทคโนโลยีดิจิทัล","FACULTY OF ENGINEERING","DEPARTMENT OF COMPUTER ENGINEERING","Computer Engineering and Digital Technology","28/06/2023 09:23:04"
"6633147921","4853","21","1","2110","21104","3"," ","021","2023","1","16","2","124","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมคอมพิวเตอร์","วิศวกรรมคอมพิวเตอร์และเทคโนโลยีดิจิทัล","FACULTY OF ENGINEERING","DEPARTMENT OF COMPUTER ENGINEERING","Computer Engineering and Digital Technology","28/06/2023 09:23:04"
"6633149121","4853","21","1","2110","21104","3"," ","21E","2023","1","16","2","124","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมคอมพิวเตอร์","วิศวกรรมคอมพิวเตอร์และเทคโนโลยีดิจิทัล","FACULTY OF ENGINEERING","DEPARTMENT OF COMPUTER ENGINEERING","Computer Engineering and Digital Technology","28/06/2023 09:23:04"
"6633151321","4853","21","1","2110","21104","3"," ","021","2023","1","16","2","124","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมคอมพิวเตอร์","วิศวกรรมคอมพิวเตอร์และเทคโนโลยีดิจิทัล","FACULTY OF ENGINEERING","DEPARTMENT OF COMPUTER ENGINEERING","Computer Engineering and Digital Technology","28/06/2023 09:23:04"
"6733154321","4853","21","1","2110","21104","3"," ","21E","2024","1","16","6","124","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมคอมพิวเตอร์","วิศวกรรมคอมพิวเตอร์และเทคโนโลยีดิจิทัล","FACULTY OF ENGINEERING","DEPARTMENT OF COMPUTER ENGINEERING","Computer Engineering and Digital Technology","25/06/2024 03:06:30"
"6733157221","4853","21","1","2110","21104","3"," ","21E","2024","1","16","6","124","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมคอมพิวเตอร์","วิศวกรรมคอมพิวเตอร์และเทคโนโลยีดิจิทัล","FACULTY OF ENGINEERING","DEPARTMENT OF COMPUTER ENGINEERING","Computer Engineering and Digital Technology","25/06/2024 03:06:31"
"6733159521","4853","21","1","2110","21104","3"," ","021","2024","1","16","6","124","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมคอมพิวเตอร์","วิศวกรรมคอมพิวเตอร์และเทคโนโลยีดิจิทัล","FACULTY OF ENGINEERING","DEPARTMENT OF COMPUTER ENGINEERING","Computer Engineering and Digital Technology","25/06/2024 03:06:31"
"6733161721","4853","21","1","2110","21104","3"," ","21E","2024","1","16","6","124","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมคอมพิวเตอร์","วิศวกรรมคอมพิวเตอร์และเทคโนโลยีดิจิทัล","FACULTY OF ENGINEERING","DEPARTMENT OF COMPUTER ENGINEERING","Computer Engineering and Digital Technology","25/06/2024 03:06:31"
"6733163021","4853","21","1","2110","21104","3"," ","21E","2024","1","16","6","124","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมคอมพิวเตอร์","วิศวกรรมคอมพิวเตอร์และเทคโนโลยีดิจิทัล","FACULTY OF ENGINEERING","DEPARTMENT OF COMPUTER ENGINEERING","Computer Engineering and Digital Technology","25/06/2024 03:06:31"
"6733165221","4853","21","1","2110","21104","3"," ","21E","2024","1","16","6","124","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมคอมพิวเตอร์","วิศวกรรมคอมพิวเตอร์และเทคโนโลยีดิจิทัล","FACULTY OF ENGINEERING","DEPARTMENT OF COMPUTER ENGINEERING","Computer Engineering and Digital Technology","25/06/2024 03:06:31"
"6733167521","4853","21","1","2110","21104","3"," ","21E","2024","1","16","6","124","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมคอมพิวเตอร์","วิศวกรรมคอมพิวเตอร์และเทคโนโลยีดิจิทัล","FACULTY OF ENGINEERING","DEPARTMENT OF COMPUTER ENGINEERING","Computer Engineering and Digital Technology","25/06/2024 03:06:31"
"6733169821","4853","21","1","2110","21104","3"," ","021","2024","1","16","6","124","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมคอมพิวเตอร์","วิศวกรรมคอมพิวเตอร์และเทคโนโลยีดิจิทัล","FACULTY OF ENGINEERING","DEPARTMENT OF COMPUTER ENGINEERING","Computer Engineering and Digital Technology","25/06/2024 03:06:32"
"6733171021","4853","21","1","2110","21104","3"," ","021","2024","1","16","6","124","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมคอมพิวเตอร์","วิศวกรรมคอมพิวเตอร์และเทคโนโลยีดิจิทัล","FACULTY OF ENGINEERING","DEPARTMENT OF COMPUTER ENGINEERING","Computer Engineering and Digital Technology","25/06/2024 03:06:32"
"6733173221","4853","21","1","2110","21104","3"," ","021","2024","1","16","6","124","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมคอมพิวเตอร์","วิศวกรรมคอมพิวเตอร์และเทคโนโลยีดิจิทัล","FACULTY OF ENGINEERING","DEPARTMENT OF COMPUTER ENGINEERING","Computer Engineering and Digital Technology","25/06/2024 03:06:32"
"6733175521","4853","21","1","2110","21104","3"," ","21E","2024","1","16","6","124","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมคอมพิวเตอร์","วิศวกรรมคอมพิวเตอร์และเทคโนโลยีดิจิทัล","FACULTY OF ENGINEERING","DEPARTMENT OF COMPUTER ENGINEERING","Computer Engineering and Digital Technology","25/06/2024 03:06:32"
"6733177821","4853","21","1","2110","21104","3"," ","21E","2024","1","16","6","124","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมคอมพิวเตอร์","วิศวกรรมคอมพิวเตอร์และเทคโนโลยีดิจิทัล","FACULTY OF ENGINEERING","DEPARTMENT OF COMPUTER ENGINEERING","Computer Engineering and Digital Technology","25/06/2024 03:06:32"
"6733179021","4853","21","1","2110","21104","3"," ","021","2024","1","16","6","124","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมคอมพิวเตอร์","วิศวกรรมคอมพิวเตอร์และเทคโนโลยีดิจิทัล","FACULTY OF ENGINEERING","DEPARTMENT OF COMPUTER ENGINEERING","Computer Engineering and Digital Technology","25/06/2024 03:06:32"
"6733181221","4853","21","1","2110","21104","3"," ","21E","2024","1","16","6","124","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมคอมพิวเตอร์","วิศวกรรมคอมพิวเตอร์และเทคโนโลยีดิจิทัล","FACULTY OF ENGINEERING","DEPARTMENT OF COMPUTER ENGINEERING","Computer Engineering and Digital Technology","25/06/2024 03:06:33"
"6733183521","4853","21","1","2110","21104","3"," ","021","2024","1","16","6","124","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมคอมพิวเตอร์","วิศวกรรมคอมพิวเตอร์และเทคโนโลยีดิจิทัล","FACULTY OF ENGINEERING","DEPARTMENT OF COMPUTER ENGINEERING","Computer Engineering and Digital Technology","25/06/2024 03:06:33"
"6733185821","4853","21","1","2110","21104","3"," ","021","2024","1","16","6","124","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมคอมพิวเตอร์","วิศวกรรมคอมพิวเตอร์และเทคโนโลยีดิจิทัล","FACULTY OF ENGINEERING","DEPARTMENT OF COMPUTER ENGINEERING","Computer Engineering and Digital Technology","25/06/2024 03:06:33"
"6733187021","4853","21","1","2110","21104","3"," ","021","2024","1","16","6","124","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมคอมพิวเตอร์","วิศวกรรมคอมพิวเตอร์และเทคโนโลยีดิจิทัล","FACULTY OF ENGINEERING","DEPARTMENT OF COMPUTER ENGINEERING","Computer Engineering and Digital Technology","25/06/2024 03:06:33"
"6733189321","4853","21","1","2110","21104","3"," ","021","2024","1","16","6","124","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมคอมพิวเตอร์","วิศวกรรมคอมพิวเตอร์และเทคโนโลยีดิจิทัล","FACULTY OF ENGINEERING","DEPARTMENT OF COMPUTER ENGINEERING","Computer Engineering and Digital Technology","25/06/2024 03:06:33"
"6733191521","4853","21","1","2110","21104","3"," ","21E","2024","1","16","6","124","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมคอมพิวเตอร์","วิศวกรรมคอมพิวเตอร์และเทคโนโลยีดิจิทัล","FACULTY OF ENGINEERING","DEPARTMENT OF COMPUTER ENGINEERING","Computer Engineering and Digital Technology","25/06/2024 03:06:33"
"6733193821","4853","21","1","2110","21104","3"," ","021","2024","1","16","6","124","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมคอมพิวเตอร์","วิศวกรรมคอมพิวเตอร์และเทคโนโลยีดิจิทัล","FACULTY OF ENGINEERING","DEPARTMENT OF COMPUTER ENGINEERING","Computer Engineering and Digital Technology","25/06/2024 03:06:34"
"6733195021","4853","21","1","2110","21104","3"," ","021","2024","1","16","6","124","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมคอมพิวเตอร์","วิศวกรรมคอมพิวเตอร์และเทคโนโลยีดิจิทัล","FACULTY OF ENGINEERING","DEPARTMENT OF COMPUTER ENGINEERING","Computer Engineering and Digital Technology","25/06/2024 03:06:34"
"6733197321","4853","21","1","2110","21104","3"," ","21E","2024","1","16","6","124","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมคอมพิวเตอร์","วิศวกรรมคอมพิวเตอร์และเทคโนโลยีดิจิทัล","FACULTY OF ENGINEERING","DEPARTMENT OF COMPUTER ENGINEERING","Computer Engineering and Digital Technology","25/06/2024 03:06:34"
"6733199621","4853","21","1","2110","21104","3"," ","21E","2024","1","16","6","124","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมคอมพิวเตอร์","วิศวกรรมคอมพิวเตอร์และเทคโนโลยีดิจิทัล","FACULTY OF ENGINEERING","DEPARTMENT OF COMPUTER ENGINEERING","Computer Engineering and Digital Technology","25/06/2024 03:06:34"
"6733201121","4853","21","1","2110","21104","3"," ","021","2024","1","16","6","124","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมคอมพิวเตอร์","วิศวกรรมคอมพิวเตอร์และเทคโนโลยีดิจิทัล","FACULTY OF ENGINEERING","DEPARTMENT OF COMPUTER ENGINEERING","Computer Engineering and Digital Technology","25/06/2024 03:06:34"
"6733203421","4853","21","1","2110","21104","3"," ","21E","2024","1","16","6","124","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมคอมพิวเตอร์","วิศวกรรมคอมพิวเตอร์และเทคโนโลยีดิจิทัล","FACULTY OF ENGINEERING","DEPARTMENT OF COMPUTER ENGINEERING","Computer Engineering and Digital Technology","25/06/2024 03:06:34"
"6733205721","4853","21","1","2110","21104","3"," ","021","2024","1","16","6","124","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมคอมพิวเตอร์","วิศวกรรมคอมพิวเตอร์และเทคโนโลยีดิจิทัล","FACULTY OF ENGINEERING","DEPARTMENT OF COMPUTER ENGINEERING","Computer Engineering and Digital Technology","25/06/2024 03:06:35"
"6571038221","3597","21","1","2100","21007","7"," ","201","2022","1","12","2","60","คณะวิศวกรรมศาสตร์","","วิศวกรรมชีวเวช","FACULTY OF ENGINEERING","","Biomedical Engineering","07/07/2022 06:06:03"
"6631465021","4782","21","1","2111","21113","3"," ","021","2023","1","16","7","138","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมนิวเคลียร์","วิศวกรรมนิวเคลียร์และรังสี","FACULTY OF ENGINEERING","DEPARTMENT OF NUCLEAR ENGINEERING","Nuclear and Radiological Engineering","28/06/2023 09:22:19"
"6631469621","4782","21","1","2111","21113","3"," ","021","2023","1","16","7","138","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมนิวเคลียร์","วิศวกรรมนิวเคลียร์และรังสี","FACULTY OF ENGINEERING","DEPARTMENT OF NUCLEAR ENGINEERING","Nuclear and Radiological Engineering","28/06/2023 09:22:19"
"6631471821","4782","21","1","2111","21113","3"," ","021","2023","1","16","7","138","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมนิวเคลียร์","วิศวกรรมนิวเคลียร์และรังสี","FACULTY OF ENGINEERING","DEPARTMENT OF NUCLEAR ENGINEERING","Nuclear and Radiological Engineering","28/06/2023 09:22:20"
"6631501021","4781","21","1","2109","21091","3"," ","021","2023","1","16","7","138","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมโลหการ","วิศวกรรมโลหการและวัสดุ                                                ","FACULTY OF ENGINEERING","DEPARTMENT OF METALLURGICAL ENGINEERING","Metallurgical and Materials Engineering                               ","28/06/2023 09:22:20"
"6631503221","4781","21","1","2109","21091","3"," ","021","2023","1","16","7","138","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมโลหการ","วิศวกรรมโลหการและวัสดุ                                                ","FACULTY OF ENGINEERING","DEPARTMENT OF METALLURGICAL ENGINEERING","Metallurgical and Materials Engineering                               ","28/06/2023 09:22:20"
"6631505521","4781","21","1","2109","21091","3"," ","021","2023","1","16","7","138","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมโลหการ","วิศวกรรมโลหการและวัสดุ                                                ","FACULTY OF ENGINEERING","DEPARTMENT OF METALLURGICAL ENGINEERING","Metallurgical and Materials Engineering                               ","28/06/2023 09:22:20"
"6631507821","4781","21","1","2109","21091","3"," ","021","2023","1","16","7","138","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมโลหการ","วิศวกรรมโลหการและวัสดุ                                                ","FACULTY OF ENGINEERING","DEPARTMENT OF METALLURGICAL ENGINEERING","Metallurgical and Materials Engineering                               ","28/06/2023 09:22:20"
"6631509021","4781","21","1","2109","21091","3"," ","021","2023","1","16","7","138","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมโลหการ","วิศวกรรมโลหการและวัสดุ                                                ","FACULTY OF ENGINEERING","DEPARTMENT OF METALLURGICAL ENGINEERING","Metallurgical and Materials Engineering                               ","28/06/2023 09:22:21"
"6631511221","4781","21","1","2109","21091","3"," ","021","2023","1","16","7","138","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมโลหการ","วิศวกรรมโลหการและวัสดุ                                                ","FACULTY OF ENGINEERING","DEPARTMENT OF METALLURGICAL ENGINEERING","Metallurgical and Materials Engineering                               ","28/06/2023 09:22:21"
"6631513521","4781","21","1","2109","21091","3"," ","021","2023","1","16","7","138","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมโลหการ","วิศวกรรมโลหการและวัสดุ                                                ","FACULTY OF ENGINEERING","DEPARTMENT OF METALLURGICAL ENGINEERING","Metallurgical and Materials Engineering                               ","28/06/2023 09:22:21"
"6631515821","4781","21","1","2109","21091","3"," ","021","2023","1","16","7","138","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมโลหการ","วิศวกรรมโลหการและวัสดุ                                                ","FACULTY OF ENGINEERING","DEPARTMENT OF METALLURGICAL ENGINEERING","Metallurgical and Materials Engineering                               ","28/06/2023 09:22:21"
"6631517021","4781","21","1","2109","21091","3"," ","021","2023","1","16","7","138","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมโลหการ","วิศวกรรมโลหการและวัสดุ                                                ","FACULTY OF ENGINEERING","DEPARTMENT OF METALLURGICAL ENGINEERING","Metallurgical and Materials Engineering                               ","28/06/2023 09:22:21"
"6631519321","4781","21","1","2109","21091","3"," ","021","2023","1","16","7","138","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมโลหการ","วิศวกรรมโลหการและวัสดุ                                                ","FACULTY OF ENGINEERING","DEPARTMENT OF METALLURGICAL ENGINEERING","Metallurgical and Materials Engineering                               ","28/06/2023 09:22:22"
"6631521521","4781","21","1","2109","21091","3"," ","021","2023","1","16","7","138","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมโลหการ","วิศวกรรมโลหการและวัสดุ                                                ","FACULTY OF ENGINEERING","DEPARTMENT OF METALLURGICAL ENGINEERING","Metallurgical and Materials Engineering                               ","28/06/2023 09:22:22"
"6631523821","4781","21","1","2109","21091","3"," ","021","2023","1","16","7","138","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมโลหการ","วิศวกรรมโลหการและวัสดุ                                                ","FACULTY OF ENGINEERING","DEPARTMENT OF METALLURGICAL ENGINEERING","Metallurgical and Materials Engineering                               ","28/06/2023 09:22:22"
"6631528021","4781","21","1","2109","21091","3"," ","021","2023","1","16","7","138","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมโลหการ","วิศวกรรมโลหการและวัสดุ                                                ","FACULTY OF ENGINEERING","DEPARTMENT OF METALLURGICAL ENGINEERING","Metallurgical and Materials Engineering                               ","28/06/2023 09:22:22"
"6631532421","4781","21","1","2109","21091","3"," ","021","2023","1","16","7","138","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมโลหการ","วิศวกรรมโลหการและวัสดุ                                                ","FACULTY OF ENGINEERING","DEPARTMENT OF METALLURGICAL ENGINEERING","Metallurgical and Materials Engineering                               ","28/06/2023 09:22:23"
"6631536021","4781","21","1","2109","21091","3"," ","021","2023","1","16","7","138","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมโลหการ","วิศวกรรมโลหการและวัสดุ                                                ","FACULTY OF ENGINEERING","DEPARTMENT OF METALLURGICAL ENGINEERING","Metallurgical and Materials Engineering                               ","28/06/2023 09:22:23"
"6631539921","4781","21","1","2109","21091","3"," ","021","2023","1","16","7","138","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมโลหการ","วิศวกรรมโลหการและวัสดุ                                                ","FACULTY OF ENGINEERING","DEPARTMENT OF METALLURGICAL ENGINEERING","Metallurgical and Materials Engineering                               ","28/06/2023 09:22:23"
"6631542721","4781","21","1","2109","21091","3"," ","021","2023","1","16","7","138","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมโลหการ","วิศวกรรมโลหการและวัสดุ                                                ","FACULTY OF ENGINEERING","DEPARTMENT OF METALLURGICAL ENGINEERING","Metallurgical and Materials Engineering                               ","28/06/2023 09:22:24"
"6631545621","4781","21","1","2109","21091","3"," ","021","2023","1","16","7","138","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมโลหการ","วิศวกรรมโลหการและวัสดุ                                                ","FACULTY OF ENGINEERING","DEPARTMENT OF METALLURGICAL ENGINEERING","Metallurgical and Materials Engineering                               ","28/06/2023 09:22:24"
"6631549121","4781","21","1","2109","21091","3"," ","021","2023","1","16","7","138","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมโลหการ","วิศวกรรมโลหการและวัสดุ                                                ","FACULTY OF ENGINEERING","DEPARTMENT OF METALLURGICAL ENGINEERING","Metallurgical and Materials Engineering                               ","28/06/2023 09:22:24"
"6638505821","3959","21","1","2105","21051","3","I","215","2023","1","16","7","144","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมเคมี","วิศวกรรมเคมีและกระบวนการ","FACULTY OF ENGINEERING","DEPARTMENT OF CHEMICAL ENGINEERING","Chemical and Process Engineering","13/02/2026 15:46:47"
"6638507021","3959","21","1","2105","21051","3","I","215","2023","1","16","7","144","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมเคมี","วิศวกรรมเคมีและกระบวนการ","FACULTY OF ENGINEERING","DEPARTMENT OF CHEMICAL ENGINEERING","Chemical and Process Engineering","13/02/2026 15:43:44"
"6638509321","3959","21","1","2105","21051","3","I","215","2023","1","16","7","144","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมเคมี","วิศวกรรมเคมีและกระบวนการ","FACULTY OF ENGINEERING","DEPARTMENT OF CHEMICAL ENGINEERING","Chemical and Process Engineering","13/02/2026 15:46:47"
"6638513821","3959","21","1","2105","21051","3","I","215","2023","1","16","7","144","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมเคมี","วิศวกรรมเคมีและกระบวนการ","FACULTY OF ENGINEERING","DEPARTMENT OF CHEMICAL ENGINEERING","Chemical and Process Engineering","13/02/2026 15:43:44"
"6638515021","3959","21","1","2105","21051","3","I","215","2023","1","16","7","144","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมเคมี","วิศวกรรมเคมีและกระบวนการ","FACULTY OF ENGINEERING","DEPARTMENT OF CHEMICAL ENGINEERING","Chemical and Process Engineering","13/02/2026 15:46:47"
"6638517321","3959","21","1","2105","21051","3","I","215","2023","1","16","7","144","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมเคมี","วิศวกรรมเคมีและกระบวนการ","FACULTY OF ENGINEERING","DEPARTMENT OF CHEMICAL ENGINEERING","Chemical and Process Engineering","13/02/2026 15:43:44"
"6638521821","3959","21","1","2105","21051","3","I","215","2023","1","16","7","144","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมเคมี","วิศวกรรมเคมีและกระบวนการ","FACULTY OF ENGINEERING","DEPARTMENT OF CHEMICAL ENGINEERING","Chemical and Process Engineering","13/02/2026 15:46:47"
"6638523021","3959","21","1","2105","21051","3","I","215","2023","1","16","7","144","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมเคมี","วิศวกรรมเคมีและกระบวนการ","FACULTY OF ENGINEERING","DEPARTMENT OF CHEMICAL ENGINEERING","Chemical and Process Engineering","13/02/2026 15:46:47"
"6638525321","3959","21","1","2105","21051","3","I","215","2023","1","16","7","144","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมเคมี","วิศวกรรมเคมีและกระบวนการ","FACULTY OF ENGINEERING","DEPARTMENT OF CHEMICAL ENGINEERING","Chemical and Process Engineering","13/02/2026 15:46:47"
"6638527621","3959","21","1","2105","21051","3","I","215","2023","1","16","7","144","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมเคมี","วิศวกรรมเคมีและกระบวนการ","FACULTY OF ENGINEERING","DEPARTMENT OF CHEMICAL ENGINEERING","Chemical and Process Engineering","13/02/2026 15:46:47"
"6631313321","4784","21","1","2110","21100","3"," ","021","2023","1","16","7","138","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมคอมพิวเตอร์","วิศวกรรมคอมพิวเตอร์                                                   ","FACULTY OF ENGINEERING","DEPARTMENT OF COMPUTER ENGINEERING","Computer Engineering                                                  ","28/06/2023 09:22:12"
"6631315621","4784","21","1","2110","21100","3"," ","021","2023","1","16","7","138","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมคอมพิวเตอร์","วิศวกรรมคอมพิวเตอร์                                                   ","FACULTY OF ENGINEERING","DEPARTMENT OF COMPUTER ENGINEERING","Computer Engineering                                                  ","28/06/2023 09:22:12"
"6631135021","4790","21","1","2108","21080","3"," ","021","2023","1","16","7","137","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมสำรวจ","วิศวกรรมสำรวจ                                                         ","FACULTY OF ENGINEERING","DEPARTMENT OF SURVEY ENGINEERING","Survey Engineering                                                    ","28/06/2023 09:22:07"
"6631138921","4790","21","1","2108","21080","3"," ","021","2023","1","16","7","137","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมสำรวจ","วิศวกรรมสำรวจ                                                         ","FACULTY OF ENGINEERING","DEPARTMENT OF SURVEY ENGINEERING","Survey Engineering                                                    ","28/06/2023 09:22:08"
"6631201721","4779","21","1","2106","21063","3"," ","021","2023","1","16","7","138","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมเหมืองแร่และปิโตรเลียม","วิศวกรรมทรัพยากรธรณี","FACULTY OF ENGINEERING","DEPARTMENT OF MINING AND PETROLEUM ENGINEERING","Georesources Engineering","28/06/2023 09:22:08"
"6631204621","4779","21","1","2106","21063","3"," ","021","2023","1","16","7","138","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมเหมืองแร่และปิโตรเลียม","วิศวกรรมทรัพยากรธรณี","FACULTY OF ENGINEERING","DEPARTMENT OF MINING AND PETROLEUM ENGINEERING","Georesources Engineering","28/06/2023 09:22:08"
"6631207521","4779","21","1","2106","21063","3"," ","021","2023","1","16","7","138","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมเหมืองแร่และปิโตรเลียม","วิศวกรรมทรัพยากรธรณี","FACULTY OF ENGINEERING","DEPARTMENT OF MINING AND PETROLEUM ENGINEERING","Georesources Engineering","28/06/2023 09:22:09"
"6631211021","4779","21","1","2106","21063","3"," ","021","2023","1","16","7","138","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมเหมืองแร่และปิโตรเลียม","วิศวกรรมทรัพยากรธรณี","FACULTY OF ENGINEERING","DEPARTMENT OF MINING AND PETROLEUM ENGINEERING","Georesources Engineering","28/06/2023 09:22:09"
"6631214921","4779","21","1","2106","21063","3"," ","021","2023","1","16","7","138","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมเหมืองแร่และปิโตรเลียม","วิศวกรรมทรัพยากรธรณี","FACULTY OF ENGINEERING","DEPARTMENT OF MINING AND PETROLEUM ENGINEERING","Georesources Engineering","28/06/2023 09:22:09"
"6631216121","4779","21","1","2106","21063","3"," ","021","2023","1","16","7","138","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมเหมืองแร่และปิโตรเลียม","วิศวกรรมทรัพยากรธรณี","FACULTY OF ENGINEERING","DEPARTMENT OF MINING AND PETROLEUM ENGINEERING","Georesources Engineering","28/06/2023 09:22:09"
"6631219021","4779","21","1","2106","21063","3"," ","021","2023","1","16","7","138","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมเหมืองแร่และปิโตรเลียม","วิศวกรรมทรัพยากรธรณี","FACULTY OF ENGINEERING","DEPARTMENT OF MINING AND PETROLEUM ENGINEERING","Georesources Engineering","28/06/2023 09:22:10"
"6631221221","4779","21","1","2106","21063","3"," ","021","2023","1","16","7","138","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมเหมืองแร่และปิโตรเลียม","วิศวกรรมทรัพยากรธรณี","FACULTY OF ENGINEERING","DEPARTMENT OF MINING AND PETROLEUM ENGINEERING","Georesources Engineering","28/06/2023 09:22:10"
"6631227021","4779","21","1","2106","21063","3"," ","021","2023","1","16","7","138","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมเหมืองแร่และปิโตรเลียม","วิศวกรรมทรัพยากรธรณี","FACULTY OF ENGINEERING","DEPARTMENT OF MINING AND PETROLEUM ENGINEERING","Georesources Engineering","28/06/2023 09:22:10"
"6631301821","4784","21","1","2110","21100","3"," ","021","2023","1","16","7","138","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมคอมพิวเตอร์","วิศวกรรมคอมพิวเตอร์                                                   ","FACULTY OF ENGINEERING","DEPARTMENT OF COMPUTER ENGINEERING","Computer Engineering                                                  ","28/06/2023 09:22:11"
"6631303021","4784","21","1","2110","21100","3"," ","021","2023","1","16","7","138","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมคอมพิวเตอร์","วิศวกรรมคอมพิวเตอร์                                                   ","FACULTY OF ENGINEERING","DEPARTMENT OF COMPUTER ENGINEERING","Computer Engineering                                                  ","28/06/2023 09:22:11"
