"PERSONNEL_ID","BEGIN_DATE","END_DATE","EDUCATION_LEVEL_ID","EDUCATION_LEVEL_NAME","INSTITUTION_ID","INSTITUTION_NAME","MAJOR_ID","MAJOR_NAME","DEGREE_ID","DEGREE_NAME","NATION_ID","NATION_NAME_TH","DISTINCTION_ID","DISTINCTION_NAME","HIGHEST_EDUCATION","HIGHEST_EDUCATION_TH","EMPLOY_EDUCATION_ID","EMPLOY_EDUCATION_NAME","GRADUATE_DATE"
"10026143","","99991231","F1","ปริญญาโท/เทียบเท่า","1200000832","University of Southern California","10000778","Petroleum Engineering","10503","Master of Science","US","USA"," "," "," ","ไม่","99997","วุฒิเพิ่มเติม","20050809"
"10026143","19980523","99991231","D1","ปริญญาตรี/เทียบเท่า","2200000003","จุฬาลงกรณ์มหาวิทยาลัย","20000871","วิศวกรรมเคมี","20256","วิทยาศาสตรบัณฑิต","TH","ไทย"," "," "," ","ไม่","99997","วุฒิเพิ่มเติม","20020321"
"10026143","","99991231","H1","ปริญญาเอก/เทียบเท่า","1200000832","University of Southern California","10000778","Petroleum Engineering","10314","Doctor of Philosophy","US","USA"," "," ","X","ใช่","99999","วุฒิเริ่มบรรจุ","20110810"
"00038241","19910101","99991231","D1","ปริญญาตรี/เทียบเท่า","2200000003","จุฬาลงกรณ์มหาวิทยาลัย","20001042","สำรวจ","20260","วิศวกรรมศาสตรบัณฑิต","TH","ไทย"," "," "," ","ไม่","99999","วุฒิเริ่มบรรจุ","19940101"
"00038241","","99991231","H1","ปริญญาเอก/เทียบเท่า","1200000797","University of Newcastle Upon Tyne","10000172","Civil Engineering","10297","Doctor of Engineering","GB","United Kingdom"," "," ","X","ใช่","99998","ปรับวุฒิ","20100601"
"00038241","19970528","99991231","F1","ปริญญาโท/เทียบเท่า","2200000003","จุฬาลงกรณ์มหาวิทยาลัย","20001042","สำรวจ","20261","วิศวกรรมศาสตรมหาบัณฑิต","TH","ไทย"," "," "," ","ไม่","99998","ปรับวุฒิ","19990528"
"10002763","19940101","99991231","F1","ปริญญาโท/เทียบเท่า","1200000852","University of Tokyo","10000213","Computer Science","10503","Master of Science","JP","Japan"," "," "," ","ไม่","99997","วุฒิเพิ่มเติม","19980101"
"10002763","19900101","99991231","D1","ปริญญาตรี/เทียบเท่า","2200000033","มหาวิทยาลัยธรรมศาสตร์","20000252","คอมพิวเตอร์ศึกษา","20256","วิทยาศาสตรบัณฑิต","TH","ไทย"," "," "," ","ไม่","99997","วุฒิเพิ่มเติม","19940101"
"10002763","19981001","99991231","H1","ปริญญาเอก/เทียบเท่า","1200000852","University of Tokyo","10000507","Information Science","10314","Doctor of Philosophy","JP","Japan"," "," ","X","ใช่","99999","วุฒิเริ่มบรรจุ","20030930"
"10026571","20190714","99991231","D1","ปริญญาตรี/เทียบเท่า","2200000003","จุฬาลงกรณ์มหาวิทยาลัย","20000878","วิศวกรรมไฟฟ้า","20260","วิศวกรรมศาสตรบัณฑิต","TH","ไทย"," "," ","X","ใช่","99999","วุฒิเริ่มบรรจุ","20230703"
"10026576","20150728","99991231","F1","ปริญญาโท/เทียบเท่า","2200000003","จุฬาลงกรณ์มหาวิทยาลัย","20000883","วิศวกรรมโยธา","20261","วิศวกรรมศาสตรมหาบัณฑิต","TH","ไทย"," "," "," ","ไม่","99997","วุฒิเพิ่มเติม","20170811"
"10026576","20190925","99991231","H1","ปริญญาเอก/เทียบเท่า","1200000595","Tokyo Institute of Technology","10000172","Civil Engineering","10314","Doctor of Philosophy","JP","Japan"," "," ","X","ใช่","99999","วุฒิเริ่มบรรจุ","20220922"
"10026576","20110525","99991231","D1","ปริญญาตรี/เทียบเท่า","2200000003","จุฬาลงกรณ์มหาวิทยาลัย","20000883","วิศวกรรมโยธา","20260","วิศวกรรมศาสตรบัณฑิต","TH","ไทย"," "," "," ","ไม่","99997","วุฒิเพิ่มเติม","20150622"
"10026576","20170922","99991231","F1","ปริญญาโท/เทียบเท่า","1200000595","Tokyo Institute of Technology","10000172","Civil Engineering","10461","Master of Engineering","JP","Japan"," "," "," ","ไม่","99997","วุฒิเพิ่มเติม","20190920"
"10026603","20190524","99991231","D1","ปริญญาตรี/เทียบเท่า","2200000062","มหาวิทยาลัยราชภัฏสวนสุนันทา","00000000","--ไม่สามารถระบุได้--","20245","รัฐประศาสนศาสตรบัณฑิต","TH","ไทย"," "," ","X","ใช่","99999","วุฒิเริ่มบรรจุ","20221216"
"10021501","20130522","99991231","D1","ปริญญาตรี/เทียบเท่า","2200000077","มหาวิทยาลัยศิลปากร","20000452","เทคโนโลยีสารสนเทศทางธุรกิจ","20256","วิทยาศาสตรบัณฑิต","TH","ไทย"," "," ","X","ใช่","99999","วุฒิเริ่มบรรจุ","20170528"
"00042010","19960521","99991231","F1","ปริญญาโท/เทียบเท่า","2200000003","จุฬาลงกรณ์มหาวิทยาลัย","20000899","วิศวกรรมอุตสาหการ","20261","วิศวกรรมศาสตรมหาบัณฑิต","TH","ไทย"," "," "," ","ไม่","99999","วุฒิเริ่มบรรจุ","19981021"
"00042010","19920101","99991231","D1","ปริญญาตรี/เทียบเท่า","2200000377","สถาบันเทคโนโลยีพระจอมเกล้าวิทยาเขตธนบุรี","20000899","วิศวกรรมอุตสาหการ","20260","วิศวกรรมศาสตรบัณฑิต","TH","ไทย"," "," "," ","ไม่","99997","วุฒิเพิ่มเติม","19960528"
"00042010","","99991231","H1","ปริญญาเอก/เทียบเท่า","1200000278","Kobe University","10000650","Mechanical Engineering","10314","Doctor of Philosophy","JP","Japan"," "," ","X","ใช่","99997","วุฒิเพิ่มเติม","20100601"
"00040548","19900101","99991231","D1","ปริญญาตรี/เทียบเท่า","2200000003","จุฬาลงกรณ์มหาวิทยาลัย","20000873","วิศวกรรมเครื่องกล","20260","วิศวกรรมศาสตรบัณฑิต","TH","ไทย"," "," "," ","ไม่","99999","วุฒิเริ่มบรรจุ","19940516"
"00040548","19990401","99991231","H1","ปริญญาเอก/เทียบเท่า","1200000852","University of Tokyo","10000650","Mechanical Engineering","10314","Doctor of Philosophy","JP","Japan"," "," ","X","ใช่","99998","ปรับวุฒิ","20030312"
"00040548","19940101","99991231","F1","ปริญญาโท/เทียบเท่า","2200000003","จุฬาลงกรณ์มหาวิทยาลัย","20000873","วิศวกรรมเครื่องกล","20261","วิศวกรรมศาสตรมหาบัณฑิต","TH","ไทย"," "," "," ","ไม่","99998","ปรับวุฒิ","19970513"
"10000393","20010908","99991231","D1","ปริญญาตรี/เทียบเท่า","2200000427","สถาบันราชภัฎวไลยอลงกรณ์","20000052","การจัดการทั่วไป","20043","บริหารธุรกิจบัณฑิต","TH","ไทย"," "," ","X","ใช่","99999","วุฒิเริ่มบรรจุ","20040211"
"10000393","19880601","99991231","C3","ปวส.หรือเทียบเท่า","2200000382","สถาบันเทคโนโลยีราชมงคล วิทยาเขตเทคนิคกรุงเทพ","20000243","คหกรรมศาสตร์ทั่วไป","20350","อนุปริญญา","TH","ไทย"," "," "," ","ไม่","99997","วุฒิเพิ่มเติม","19900330"
"10026074","20160727","99991231","H1","ปริญญาเอก/เทียบเท่า","2200000003","จุฬาลงกรณ์มหาวิทยาลัย","20000878","วิศวกรรมไฟฟ้า","20259","วิศวกรรมศาสตรดุษฎีบัณฑิต","TH","ไทย"," "," ","X","ใช่","99999","วุฒิเริ่มบรรจุ","20230803"
"10026074","20120601","99991231","D1","ปริญญาตรี/เทียบเท่า","2200000033","มหาวิทยาลัยธรรมศาสตร์","10000322","Electrical Engineering","10048","Bachelor of Engineering","TH","ไทย","00","เกียรตินิยมอันดับ 1"," ","ไม่","99997","วุฒิเพิ่มเติม","20160515"
"10026075","20220710","99991231","F1","ปริญญาโท/เทียบเท่า","2200000003","จุฬาลงกรณ์มหาวิทยาลัย","20000891","วิศวกรรมสำรวจ","20261","วิศวกรรมศาสตรมหาบัณฑิต","TH","ไทย"," "," ","X","ใช่","99999","วุฒิเริ่มบรรจุ","20240628"
"10026075","20180723","99991231","D1","ปริญญาตรี/เทียบเท่า","2200000003","จุฬาลงกรณ์มหาวิทยาลัย","20000891","วิศวกรรมสำรวจ","20260","วิศวกรรมศาสตรบัณฑิต","TH","ไทย","00","เกียรตินิยมอันดับ 1"," ","ไม่","99997","วุฒิเพิ่มเติม","20220711"
"10003091","19960601","99991231","F1","ปริญญาโท/เทียบเท่า","1200000329","Massachusetts Institute of Technology","10001019","Transportation Planning","10503","Master of Science","US","USA"," "," "," ","ไม่","99997","วุฒิเพิ่มเติม","19990217"
"10003091","19910531","99991231","D1","ปริญญาตรี/เทียบเท่า","2200000003","จุฬาลงกรณ์มหาวิทยาลัย","20000724","โยธา","20260","วิศวกรรมศาสตรบัณฑิต","TH","ไทย"," "," "," ","ไม่","99997","วุฒิเพิ่มเติม","19950424"
"10003091","19960601","99991231","H1","ปริญญาเอก/เทียบเท่า","1200000329","Massachusetts Institute of Technology","10001017","Transportation and Logistics Systems","10320","Doctor of Science","US","USA"," "," ","X","ใช่","99999","วุฒิเริ่มบรรจุ","20020220"
"10020283","20070611","99991231","D1","ปริญญาตรี/เทียบเท่า","2200000085","มหาวิทยาลัยหอการค้าไทย","20000864","วิทยุกระจายเสียงและวิทยุโทรทัศน์","20037","นิเทศศาสตรบัณฑิต","TH","ไทย"," "," ","X","ใช่","99999","วุฒิเริ่มบรรจุ","20110307"
"10026609","20160728","99991231","D1","ปริญญาตรี/เทียบเท่า","2200000003","จุฬาลงกรณ์มหาวิทยาลัย","20000871","วิศวกรรมเคมี","20260","วิศวกรรมศาสตรบัณฑิต","TH","ไทย"," "," ","X","ใช่","99999","วุฒิเริ่มบรรจุ","20210802"
"10026179","20190606","99991231","D1","ปริญญาตรี/เทียบเท่า","2200000077","มหาวิทยาลัยศิลปากร","20000663","ภาษาฝรั่งเศส","20312","ศิลปศาสตรบัณฑิต","TH","ไทย"," "," ","X","ใช่","99999","วุฒิเริ่มบรรจุ","20231208"
"10026649","20100802","99991231","F1","ปริญญาโท/เทียบเท่า","1200000418","Ohio State University","10000638","Materials Science and Engineering","10503","Master of Science","US","USA"," "," "," ","ไม่","99997","วุฒิเพิ่มเติม","20130804"
"10026649","20060919","99991231","D1","ปริญญาตรี/เทียบเท่า","1200000410","Northwestern University, Chicago","10000638","Materials Science and Engineering","10052","Bachelor of Science","US","USA"," "," "," ","ไม่","99997","วุฒิเพิ่มเติม","20100618"
"10026649","20130805","99991231","H1","ปริญญาเอก/เทียบเท่า","1200000418","Ohio State University","10000638","Materials Science and Engineering","10314","Doctor of Philosophy","US","USA"," "," ","X","ใช่","99999","วุฒิเริ่มบรรจุ","20150510"
"10017130","20050531","99991231","F1","ปริญญาโท/เทียบเท่า","2200000003","จุฬาลงกรณ์มหาวิทยาลัย","20001062","โสตทัศนศึกษา","20015","ครุศาสตรมหาบัณฑิต","TH","ไทย"," "," ","X","ใช่","99999","วุฒิเริ่มบรรจุ","20070518"
"00031010","19980504","99991231","D1","ปริญญาตรี/เทียบเท่า","2200000209","วิทยาลัยช่างกลปทุมวัน","20000644","ไฟฟ้า","20062","ประกาศนียบัตร","TH","ไทย"," "," ","X","ใช่","99997","วุฒิเพิ่มเติม","20010330"
"00031010","19840101","99991231","C3","ปวส.หรือเทียบเท่า","2200000209","วิทยาลัยช่างกลปทุมวัน","00000000","--ไม่สามารถระบุได้--","20172","ประกาศนียบัตรวิชาชีพชั้นสูง","TH","ไทย"," "," "," ","ไม่","99999","วุฒิเริ่มบรรจุ","19860101"
"10026745","20170922","99991231","F1","ปริญญาโท/เทียบเท่า","1200000595","Tokyo Institute of Technology","10000172","Civil Engineering","10461","Master of Engineering","JP","Japan"," "," ","X","ใช่","99997","วุฒิเพิ่มเติม","20190920"
"10026745","20130530","99991231","D1","ปริญญาตรี/เทียบเท่า","2200000003","จุฬาลงกรณ์มหาวิทยาลัย","20000883","วิศวกรรมโยธา","20260","วิศวกรรมศาสตรบัณฑิต","TH","ไทย","01","เกียรตินิยมอันดับ 2"," ","ไม่","99999","วุฒิเริ่มบรรจุ","20170619"
"10026745","20190925","99991231","H1","ปริญญาเอก/เทียบเท่า","1200000595","Tokyo Institute of Technology","10000172","Civil Engineering","10314","Doctor of Philosophy","JP","Japan"," "," ","X","ใช่","99997","วุฒิเพิ่มเติม","20220922"
"10025894","19860617","99991231","D1","ปริญญาตรี/เทียบเท่า","2200000056","มหาวิทยาลัยราชภัฏบ้านสมเด็จเจ้าพระยา","20000159","การศึกษา","20014","ครุศาสตรบัณฑิต","TH","ไทย"," "," ","X","ใช่","99999","วุฒิเริ่มบรรจุ","19880610"
"10025895","","99991231","D1","ปริญญาตรี/เทียบเท่า","2200000003","จุฬาลงกรณ์มหาวิทยาลัย","20001286","โภชนาการและการกำหนดอาหาร","20256","วิทยาศาสตรบัณฑิต","TH","ไทย"," "," ","X","ใช่","99999","วุฒิเริ่มบรรจุ","20220725"
"10024199","20120523","99991231","D1","ปริญญาตรี/เทียบเท่า","2200000003","จุฬาลงกรณ์มหาวิทยาลัย","20000883","วิศวกรรมโยธา","20260","วิศวกรรมศาสตรบัณฑิต","TH","ไทย","01","เกียรตินิยมอันดับ 2"," ","ไม่","99997","วุฒิเพิ่มเติม","20160620"
"10024199","20181001","99991231","H1","ปริญญาเอก/เทียบเท่า","1200000279","Kyoto University","00000000","--ไม่สามารถระบุได้--","10314","Doctor of Philosophy","JP","Japan"," "," ","X","ใช่","99999","วุฒิเริ่มบรรจุ","20210924"
"10024199","20161001","99991231","F1","ปริญญาโท/เทียบเท่า","1200000279","Kyoto University","00000000","--ไม่สามารถระบุได้--","10461","Master of Engineering","JP","Japan"," "," "," ","ไม่","99997","วุฒิเพิ่มเติม","20180925"
"10024735","20030929","99991231","F1","ปริญญาโท/เทียบเท่า","1200000870","University of Warwick","10000510","Information Technology","10503","Master of Science","GB","United Kingdom","01","เกียรตินิยมอันดับ 2"," ","ไม่","99997","วุฒิเพิ่มเติม","20040930"
"10024735","19980601","99991231","D1","ปริญญาตรี/เทียบเท่า","2200000049","มหาวิทยาลัยมหิดล","20000870","วิศวกรรมคอมพิวเตอร์","20260","วิศวกรรมศาสตรบัณฑิต","TH","ไทย","00","เกียรตินิยมอันดับ 1"," ","ไม่","99997","วุฒิเพิ่มเติม","20020425"
"10024735","20060116","99991231","H1","ปริญญาเอก/เทียบเท่า","1200000438","Pennsylvania State University","10000214","Computer Science and Engineering","10314","Doctor of Philosophy","US","USA"," "," ","X","ใช่","99999","วุฒิเริ่มบรรจุ","20100825"
"80007517","","99991231","H1","ปริญญาเอก/เทียบเท่า","1200000960","Wageningen University","10000370","Environmental Science","20255","วิทยาศาสตรดุษฎีบัณฑิต","NL","Netherlands"," "," "," ","ไม่","00001","--ไม่สามารถระบุได้--","20220101"
"80007517","","99991231","H1","ปริญญาเอก/เทียบเท่า","1200000960","Wageningen University","10000370","Environmental Science","20255","วิทยาศาสตรดุษฎีบัณฑิต","NL","Netherlands"," "," "," ","ไม่","00001","--ไม่สามารถระบุได้--","20220101"
"80007906","","99991231","H1","ปริญญาเอก/เทียบเท่า","1200000844","University of Texas at Austin","10000778","Petroleum Engineering","10526","Petroleum Engineering","US","USA"," "," "," ","ไม่","00001","--ไม่สามารถระบุได้--","20220101"
"10026912","20180719","99991231","F1","ปริญญาโท/เทียบเท่า","2200000003","จุฬาลงกรณ์มหาวิทยาลัย","20000878","วิศวกรรมไฟฟ้า","20261","วิศวกรรมศาสตรมหาบัณฑิต","TH","ไทย"," "," "," ","ไม่","99997","วุฒิเพิ่มเติม","20200807"
"10026912","20140813","99991231","D1","ปริญญาตรี/เทียบเท่า","2200000038","มหาวิทยาลัยบูรพา","20000878","วิศวกรรมไฟฟ้า","20260","วิศวกรรมศาสตรบัณฑิต","TH","ไทย"," "," "," ","ไม่","99997","วุฒิเพิ่มเติม","20180817"
"10026912","20200803","99991231","H1","ปริญญาเอก/เทียบเท่า","2200000003","จุฬาลงกรณ์มหาวิทยาลัย","20000878","วิศวกรรมไฟฟ้า","20259","วิศวกรรมศาสตรดุษฎีบัณฑิต","TH","ไทย"," "," ","X","ใช่","99999","วุฒิเริ่มบรรจุ","20250623"
"10026913","20160801","99991231","D1","ปริญญาตรี/เทียบเท่า","2200000375","สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง","00000000","--ไม่สามารถระบุได้--","20256","วิทยาศาสตรบัณฑิต","TH","ไทย"," "," ","X","ใช่","99999","วุฒิเริ่มบรรจุ","20200731"
"10026939","","99991231","D1","ปริญญาตรี/เทียบเท่า","2200000003","จุฬาลงกรณ์มหาวิทยาลัย","20000883","วิศวกรรมโยธา","20260","วิศวกรรมศาสตรบัณฑิต","TH","ไทย"," "," ","X","ใช่","99999","วุฒิเริ่มบรรจุ","19600101"
"10026940","19891001","99991231","H1","ปริญญาเอก/เทียบเท่า","1200000767","University of London","10000637","Materials Engineering","10314","Doctor of Philosophy","GB","United Kingdom"," "," ","X","ใช่","99999","วุฒิเริ่มบรรจุ","19921102"
"10026941","19770601","99991231","F1","ปริญญาโท/เทียบเท่า","2200000003","จุฬาลงกรณ์มหาวิทยาลัย","20000494","นิวเคลียร์เทคโนโลยี","20261","วิศวกรรมศาสตรมหาบัณฑิต","TH","ไทย"," "," ","X","ใช่","99999","วุฒิเริ่มบรรจุ","19791201"
"10026942","19860101","99991231","F1","ปริญญาโท/เทียบเท่า","2200000003","จุฬาลงกรณ์มหาวิทยาลัย","20000644","ไฟฟ้า","20261","วิศวกรรมศาสตรมหาบัณฑิต","TH","ไทย"," "," ","X","ใช่","99999","วุฒิเริ่มบรรจุ","19910101"
"10024836","20100607","99991231","D1","ปริญญาตรี/เทียบเท่า","2200000056","มหาวิทยาลัยราชภัฏบ้านสมเด็จเจ้าพระยา","20000864","วิทยุกระจายเสียงและวิทยุโทรทัศน์","20037","นิเทศศาสตรบัณฑิต","TH","ไทย"," "," "," ","ไม่","99999","วุฒิเริ่มบรรจุ","20140904"
"10024836","20151121","99991231","F1","ปริญญาโท/เทียบเท่า","2200000065","มหาวิทยาลัยรามคำแหง","20000045","การเงินและการธนาคาร","20044","บริหารธุรกิจมหาบัณฑิต","TH","ไทย"," "," ","X","ใช่","99997","วุฒิเพิ่มเติม","20171127"
"10002025","19940523","99991231","D1","ปริญญาตรี/เทียบเท่า","2200000032","มหาวิทยาลัยเทคโนโลยีสุรนารี","20000883","วิศวกรรมโยธา","20260","วิศวกรรมศาสตรบัณฑิต","TH","ไทย"," "," ","X","ใช่","99999","วุฒิเริ่มบรรจุ","19990403"
"10026304","20110801","99991231","H1","ปริญญาเอก/เทียบเท่า","1200000329","Massachusetts Institute of Technology","10000146","Chemical Engineeing","10314","Doctor of Philosophy","US","USA"," "," ","X","ใช่","99999","วุฒิเริ่มบรรจุ","20160603"
"10026304","20110801","99991231","F1","ปริญญาโท/เทียบเท่า","1200000329","Massachusetts Institute of Technology","10000147","Chemical Engineering","10503","Master of Science","US","USA"," "," "," ","ไม่","99997","วุฒิเพิ่มเติม","20130607"
"10017569","","99991231","D1","ปริญญาตรี/เทียบเท่า","2200000061","มหาวิทยาลัยราชภัฏสวนดุสิต","20000490","นิเทศศาสตร์","20312","ศิลปศาสตรบัณฑิต","TH","ไทย"," "," ","X","ใช่","99999","วุฒิเริ่มบรรจุ","20050331"
"10024950","20070528","99991231","D1","ปริญญาตรี/เทียบเท่า","2200000021","มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าพระนครเหนือ","20000878","วิศวกรรมไฟฟ้า","20260","วิศวกรรมศาสตรบัณฑิต","TH","ไทย","00","เกียรตินิยมอันดับ 1"," ","ไม่","99997","วุฒิเพิ่มเติม","20110318"
"10024950","","99991231","H1","ปริญญาเอก/เทียบเท่า","1200000682","University of Adelaide","10000213","Computer Science","10314","Doctor of Philosophy","AU","Australia"," "," ","X","ใช่","99999","วุฒิเริ่มบรรจุ","20181231"
"10024950","20110524","99991231","F1","ปริญญาโท/เทียบเท่า","2200000003","จุฬาลงกรณ์มหาวิทยาลัย","20000878","วิศวกรรมไฟฟ้า","20261","วิศวกรรมศาสตรมหาบัณฑิต","TH","ไทย"," "," "," ","ไม่","99997","วุฒิเพิ่มเติม","20121112"
"10026778","20090528","99991231","D1","ปริญญาตรี/เทียบเท่า","2200000003","จุฬาลงกรณ์มหาวิทยาลัย","20000899","วิศวกรรมอุตสาหการ","20260","วิศวกรรมศาสตรบัณฑิต","TH","ไทย","01","เกียรตินิยมอันดับ 2"," ","ไม่","99997","วุฒิเพิ่มเติม","20130429"
"10026778","20141001","99991231","F1","ปริญญาโท/เทียบเท่า","1200000304","London School of Economics and Political Science","10000609","Management Science","10503","Master of Science","GB","United Kingdom"," "," "," ","ไม่","99997","วุฒิเพิ่มเติม","20151111"
"10026778","","99991231","F1","ปริญญาโท/เทียบเท่า","1200000671","University College, London","10000605","Management","10503","Master of Science","GB","United Kingdom"," "," "," ","ไม่","99997","วุฒิเพิ่มเติม","20141101"
"10026778","20171001","99991231","H1","ปริญญาเอก/เทียบเท่า","1200000714","University of Cambridge","10000336","Engineering","10314","Doctor of Philosophy","GB","United Kingdom"," "," ","X","ใช่","99999","วุฒิเริ่มบรรจุ","20210608"
"10026790","19890605","99991231","F1","ปริญญาโท/เทียบเท่า","1200000175","George Washington University","10000213","Computer Science","10503","Master of Science","US","USA"," "," ","X","ใช่","99999","วุฒิเริ่มบรรจุ","19910607"
"10002061","19940802","99991231","H1","ปริญญาเอก/เทียบเท่า","0000000000","--ไม่สามารถระบุได้--","10000364","Environmental Engineering","10314","Doctor of Philosophy","US","USA"," "," ","X","ใช่","99999","วุฒิเริ่มบรรจุ","19971221"
"10000408","19970101","99991231","D1","ปริญญาตรี/เทียบเท่า","2200000378","สถาบันเทคโนโลยีราชมงคล","20000957","ศิลปหัตถกรรม","20312","ศิลปศาสตรบัณฑิต","TH","ไทย"," "," ","X","ใช่","99999","วุฒิเริ่มบรรจุ","19990901"
"10026428","20190805","99991231","D1","ปริญญาตรี/เทียบเท่า","2200000375","สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง","20000883","วิศวกรรมโยธา","20260","วิศวกรรมศาสตรบัณฑิต","TH","ไทย"," "," ","X","ใช่","99999","วุฒิเริ่มบรรจุ","20230629"
"10026430","20200706","99991231","H1","ปริญญาเอก/เทียบเท่า","2200000003","จุฬาลงกรณ์มหาวิทยาลัย","20000883","วิศวกรรมโยธา","20255","วิทยาศาสตรดุษฎีบัณฑิต","TH","ไทย"," "," ","X","ใช่","99999","วุฒิเริ่มบรรจุ","20240802"
"10025012","19951001","99991231","H1","ปริญญาเอก/เทียบเท่า","1200000714","University of Cambridge","10000813","Physics","10314","Doctor of Philosophy","GB","United Kingdom"," "," ","X","ใช่","99999","วุฒิเริ่มบรรจุ","19990801"
"10026359","20080801","99991231","F1","ปริญญาโท/เทียบเท่า","1200000101","Colorado State University","10000336","Engineering","10461","Master of Engineering","US","USA"," "," "," ","ไม่","99997","วุฒิเพิ่มเติม","20100515"
"10026359","20010602","99991231","D1","ปริญญาตรี/เทียบเท่า","2200000079","มหาวิทยาลัยสงขลานครินทร์","20000704","เภสัชศาสตร์","20239","เภสัชศาสตรบัณฑิต","TH","ไทย","00","เกียรตินิยมอันดับ 1"," ","ไม่","99997","วุฒิเพิ่มเติม","20060223"
"10026359","20100802","99991231","H1","ปริญญาเอก/เทียบเท่า","1200000711","University of California, San Diego","00000000","--ไม่สามารถระบุได้--","10314","Doctor of Philosophy","US","USA"," "," ","X","ใช่","99999","วุฒิเริ่มบรรจุ","20140906"
"10026820","20140512","99991231","C3","ปวส.หรือเทียบเท่า","2200000259","วิทยาลัยเทคนิคลพบุรี","20001125","อิเล็กทรอนิกส์","20172","ประกาศนียบัตรวิชาชีพชั้นสูง","TH","ไทย"," "," ","X","ใช่","99999","วุฒิเริ่มบรรจุ","20160309"
"10024584","20090526","99991231","F1","ปริญญาโท/เทียบเท่า","2200000003","จุฬาลงกรณ์มหาวิทยาลัย","00000000","--ไม่สามารถระบุได้--","20261","วิศวกรรมศาสตรมหาบัณฑิต","TH","ไทย"," "," "," ","ไม่","99997","วุฒิเพิ่มเติม","20111114"
"10024584","20020603","99991231","D1","ปริญญาตรี/เทียบเท่า","2200000011","มหาวิทยาลัยเกษตรศาสตร์","20000878","วิศวกรรมไฟฟ้า","20260","วิศวกรรมศาสตรบัณฑิต","TH","ไทย"," "," "," ","ไม่","99997","วุฒิเพิ่มเติม","20060313"
"10024584","","99991231","H1","ปริญญาเอก/เทียบเท่า","1200000186","Grenoble University","00000000","--ไม่สามารถระบุได้--","10314","Doctor of Philosophy","FR","France"," "," ","X","ใช่","99999","วุฒิเริ่มบรรจุ","20150127"
"10023929","20040601","99991231","D1","ปริญญาตรี/เทียบเท่า","2200000003","จุฬาลงกรณ์มหาวิทยาลัย","10000663","Metallurgical and Materials Engineering","10048","Bachelor of Engineering","TH","ไทย","01","เกียรตินิยมอันดับ 2"," ","ไม่","99997","วุฒิเพิ่มเติม","20080401"
"10023929","20150728","99991231","H1","ปริญญาเอก/เทียบเท่า","2200000003","จุฬาลงกรณ์มหาวิทยาลัย","00000000","--ไม่สามารถระบุได้--","20259","วิศวกรรมศาสตรดุษฎีบัณฑิต","TH","ไทย"," "," ","X","ใช่","99999","วุฒิเริ่มบรรจุ","20210115"
"10023929","20080527","99991231","F1","ปริญญาโท/เทียบเท่า","2200000003","จุฬาลงกรณ์มหาวิทยาลัย","00000000","--ไม่สามารถระบุได้--","20261","วิศวกรรมศาสตรมหาบัณฑิต","TH","ไทย"," "," "," ","ไม่","99997","วุฒิเพิ่มเติม","20110926"
"10026847","20200713","99991231","D1","ปริญญาตรี/เทียบเท่า","2200000011","มหาวิทยาลัยเกษตรศาสตร์","20000047","การจัดการ","20043","บริหารธุรกิจบัณฑิต","TH","ไทย"," "," ","X","ใช่","99999","วุฒิเริ่มบรรจุ","20240401"
"00038419","19910101","99991231","D1","ปริญญาตรี/เทียบเท่า","2200000003","จุฬาลงกรณ์มหาวิทยาลัย","20000724","โยธา","20260","วิศวกรรมศาสตรบัณฑิต","TH","ไทย"," "," "," ","ไม่","99999","วุฒิเริ่มบรรจุ","19950101"
"00038419","19990801","99991231","H1","ปริญญาเอก/เทียบเท่า","1200000704","University of California","10001018","Transportation Engineering","10314","Doctor of Philosophy","US","USA"," "," ","X","ใช่","99998","ปรับวุฒิ","20021119"
"00038419","19960101","99991231","F1","ปริญญาโท/เทียบเท่า","0000000000","--ไม่สามารถระบุได้--","10001018","Transportation Engineering","10503","Master of Science","US","USA"," "," "," ","ไม่","99997","วุฒิเพิ่มเติม","19980101"
"00032103","19850101","99991231","F1","ปริญญาโท/เทียบเท่า","2200000003","จุฬาลงกรณ์มหาวิทยาลัย","20000878","วิศวกรรมไฟฟ้า","20261","วิศวกรรมศาสตรมหาบัณฑิต","TH","ไทย"," "," ","X","ใช่","99998","ปรับวุฒิ","19890101"
"00032103","19820101","99991231","D1","ปริญญาตรี/เทียบเท่า","2200000003","จุฬาลงกรณ์มหาวิทยาลัย","20000878","วิศวกรรมไฟฟ้า","20260","วิศวกรรมศาสตรบัณฑิต","TH","ไทย"," "," "," ","ไม่","99999","วุฒิเริ่มบรรจุ","19850101"
"10002815","19910801","99991231","D1","ปริญญาตรี/เทียบเท่า","1200000329","Massachusetts Institute of Technology","10000214","Computer Science and Engineering","10052","Bachelor of Science","US","USA"," "," "," ","ไม่","99997","วุฒิเพิ่มเติม","19950609"
"10002815","19960901","99991231","F1","ปริญญาโท/เทียบเท่า","1200000546","Stanford University","10000338","Engineering Economic Systems and Or","10503","Master of Science","US","USA"," "," "," ","ไม่","99999","วุฒิเริ่มบรรจุ","19970615"
